211.9550697268288,Signature 1
125.81720516742662,Signature 3
441.15867083926224,Signature 4
1108.0560539382013,Signature 5
73.61136020829007,Signature 6
1530.51391233137,Signature 8
149.7268127822931,Signature 9
2229.7422823800803,Signature 12
50.074434029749085,Signature 14
4560.828738353778,Signature 16
105.92666979853465,Signature 18
292.04802216796384,Signature 19
119.16966396322604,Signature 21
217.0946333294437,Signature 22
45.095859134714594,Signature 23
52.740799637464875,Signature 24
34.67281503706681,Signature 25
45.420297096256064,Signature 26
28.394905547737554,Signature 28
106.9117610084388,Signature 29
127.42192321954965,Signature 30
