1-Asphalt Road,2-Grass,3-Tree,4-Roof,5-Metal,6-Dirt
0.0949999988079071,0.029999999329447746,0.013000000268220901,0.26499998569488525,0.10700000077486038,0.21699999272823334
0.09600000083446503,0.03099999949336052,0.01899999938905239,0.2709999978542328,0.10400000214576721,0.22200000286102295
0.0989999994635582,0.03700000047683716,0.02500000037252903,0.2680000066757202,0.10300000011920929,0.22499999403953552
0.09399999678134918,0.03700000047683716,0.01600000075995922,0.25999999046325684,0.0989999994635582,0.21799999475479126
0.09799999743700027,0.035999998450279236,0.01899999938905239,0.26100000739097595,0.10400000214576721,0.2199999988079071
0.0989999994635582,0.03999999910593033,0.02199999988079071,0.2639999985694885,0.10499999672174454,0.2240000069141388
0.09799999743700027,0.03799999877810478,0.02199999988079071,0.27000001072883606,0.10599999874830246,0.23100000619888306
0.10400000214576721,0.04500000178813934,0.027000000700354576,0.27000001072883606,0.10899999737739563,0.23999999463558197
0.10000000149011612,0.0430000014603138,0.024000000208616257,0.2680000066757202,0.10899999737739563,0.2409999966621399
0.10000000149011612,0.041999999433755875,0.026000000536441803,0.2669999897480011,0.10999999940395355,0.24300000071525574
0.10100000351667404,0.04500000178813934,0.027000000700354576,0.2709999978542328,0.10999999940395355,0.24799999594688416
0.10599999874830246,0.04500000178813934,0.028999999165534973,0.27000001072883606,0.11699999868869781,0.25200000405311584
0.10199999809265137,0.04500000178813934,0.027000000700354576,0.27000001072883606,0.11800000071525574,0.25099998712539673
0.10199999809265137,0.04500000178813934,0.026000000536441803,0.2709999978542328,0.11900000274181366,0.2540000081062317
0.10300000011920929,0.04399999976158142,0.026000000536441803,0.27000001072883606,0.11699999868869781,0.2529999911785126
0.10400000214576721,0.04600000008940697,0.027000000700354576,0.2720000147819519,0.11999999731779099,0.25699999928474426
0.10100000351667404,0.04699999839067459,0.02800000086426735,0.2720000147819519,0.12099999934434891,0.257999986410141
0.10499999672174454,0.04800000041723251,0.029999999329447746,0.2750000059604645,0.12399999797344208,0.26100000739097595
0.10499999672174454,0.04600000008940697,0.028999999165534973,0.2709999978542328,0.12300000339746475,0.2619999945163727
0.10400000214576721,0.04699999839067459,0.02800000086426735,0.26899999380111694,0.12200000137090683,0.26499998569488525
0.10300000011920929,0.05000000074505806,0.029999999329447746,0.27300000190734863,0.12600000202655792,0.26600000262260437
0.10400000214576721,0.05000000074505806,0.03099999949336052,0.2750000059604645,0.12800000607967377,0.27399998903274536
0.10599999874830246,0.050999999046325684,0.03099999949336052,0.2709999978542328,0.12600000202655792,0.2770000100135803
0.10599999874830246,0.050999999046325684,0.032999999821186066,0.27300000190734863,0.13099999725818634,0.28200000524520874
0.10599999874830246,0.0560000017285347,0.03400000184774399,0.27300000190734863,0.13500000536441803,0.2849999964237213
0.10599999874830246,0.061000000685453415,0.039000000804662704,0.27399998903274536,0.1379999965429306,0.2939999997615814
0.10700000077486038,0.06700000166893005,0.041999999433755875,0.27399998903274536,0.14300000667572021,0.30000001192092896
0.10899999737739563,0.0729999989271164,0.04899999871850014,0.27799999713897705,0.1509999930858612,0.30799999833106995
0.10999999940395355,0.07800000160932541,0.05400000140070915,0.2840000092983246,0.16099999845027924,0.3190000057220459
0.10999999940395355,0.08100000023841858,0.054999999701976776,0.28200000524520874,0.164000004529953,0.3240000009536743
0.10999999940395355,0.08399999886751175,0.05900000035762787,0.2809999883174896,0.17000000178813934,0.33000001311302185
0.11100000143051147,0.0860000029206276,0.057999998331069946,0.28200000524520874,0.17599999904632568,0.33799999952316284
0.11100000143051147,0.08500000089406967,0.05900000035762787,0.2840000092983246,0.1809999942779541,0.3449999988079071
0.11100000143051147,0.0860000029206276,0.05700000002980232,0.28700000047683716,0.1770000010728836,0.3490000069141388
0.1120000034570694,0.08399999886751175,0.054999999701976776,0.2849999964237213,0.20200000703334808,0.35499998927116394
0.11400000005960464,0.0820000022649765,0.050999999046325684,0.2849999964237213,0.210999995470047,0.3610000014305115
0.11400000005960464,0.07800000160932541,0.04600000008940697,0.2879999876022339,0.2199999988079071,0.3659999966621399
0.11400000005960464,0.0729999989271164,0.04699999839067459,0.28700000047683716,0.2240000069141388,0.36899998784065247
0.11500000208616257,0.07800000160932541,0.04699999839067459,0.289000004529953,0.23499999940395355,0.37599998712539673
0.11699999868869781,0.07599999755620956,0.04500000178813934,0.28999999165534973,0.2409999966621399,0.3790000081062317
0.11800000071525574,0.07500000298023224,0.04500000178813934,0.289000004529953,0.2460000067949295,0.38100001215934753
0.11800000071525574,0.07400000095367432,0.0430000014603138,0.289000004529953,0.24799999594688416,0.38499999046325684
0.11400000005960464,0.0729999989271164,0.041999999433755875,0.29100000858306885,0.2529999911785126,0.3889999985694885
0.12700000405311584,0.07900000363588333,0.04800000041723251,0.2980000078678131,0.2619999945163727,0.39899998903274536
0.11900000274181366,0.0689999982714653,0.03700000047683716,0.28999999165534973,0.25600001215934753,0.39800000190734863
0.11999999731779099,0.06599999964237213,0.035999998450279236,0.28700000047683716,0.2540000081062317,0.39399999380111694
0.11999999731779099,0.061000000685453415,0.032999999821186066,0.2849999964237213,0.2529999911785126,0.3959999978542328
0.12200000137090683,0.05900000035762787,0.03200000151991844,0.27799999713897705,0.2540000081062317,0.3970000147819519
0.12300000339746475,0.05700000002980232,0.03099999949336052,0.2770000100135803,0.24899999797344208,0.40700000524520874
0.12099999934434891,0.06499999761581421,0.035999998450279236,0.27900001406669617,0.24699999392032623,0.4009999930858612
0.12200000137090683,0.09000000357627869,0.05700000002980232,0.2809999883174896,0.25200000405311584,0.4090000092983246
0.12200000137090683,0.12700000405311584,0.0949999988079071,0.2800000011920929,0.25099998712539673,0.4169999957084656
0.11900000274181366,0.15399999916553497,0.13899999856948853,0.26899999380111694,0.2409999966621399,0.4169999957084656
0.11999999731779099,0.2029999941587448,0.2199999988079071,0.2709999978542328,0.24400000274181366,0.4169999957084656
0.12399999797344208,0.23800000548362732,0.2849999964237213,0.27399998903274536,0.24799999594688416,0.42800000309944153
0.12399999797344208,0.24400000274181366,0.31299999356269836,0.2669999897480011,0.2409999966621399,0.42899999022483826
0.11800000071525574,0.2409999966621399,0.32499998807907104,0.2590000033378601,0.23199999332427979,0.42100000381469727
0.12700000405311584,0.26600000262260437,0.35899999737739563,0.2750000059604645,0.25099998712539673,0.4429999887943268
0.125,0.26100000739097595,0.3540000021457672,0.2639999985694885,0.23999999463558197,0.43700000643730164
0.12399999797344208,0.26499998569488525,0.3610000014305115,0.26600000262260437,0.23899999260902405,0.44200000166893005
0.125,0.2680000066757202,0.36800000071525574,0.26499998569488525,0.2370000034570694,0.4490000009536743
0.12600000202655792,0.27300000190734863,0.3790000081062317,0.26600000262260437,0.2409999966621399,0.45500001311302185
0.12800000607967377,0.2809999883174896,0.38499999046325684,0.2669999897480011,0.24400000274181366,0.45399999618530273
0.12800000607967377,0.27900001406669617,0.3840000033378601,0.2630000114440918,0.23899999260902405,0.46000000834465027
0.13099999725818634,0.28700000047683716,0.39500001072883606,0.26100000739097595,0.2409999966621399,0.460999995470047
0.13300000131130219,0.28700000047683716,0.4009999930858612,0.25699999928474426,0.24199999868869781,0.46000000834465027
0.13099999725818634,0.289000004529953,0.39899998903274536,0.25099998712539673,0.23499999940395355,0.46299999952316284
0.1289999932050705,0.28600001335144043,0.39800000190734863,0.24500000476837158,0.23000000417232513,0.4659999907016754
0.12800000607967377,0.28600001335144043,0.4059999883174896,0.24300000071525574,0.2280000001192093,0.46700000762939453
0.12999999523162842,0.2750000059604645,0.3919999897480011,0.23199999332427979,0.2160000056028366,0.4699999988079071
0.13099999725818634,0.28999999165534973,0.39100000262260437,0.23499999940395355,0.2199999988079071,0.45399999618530273
0.13300000131130219,0.30000001192092896,0.3970000147819519,0.24699999392032623,0.2329999953508377,0.4790000021457672
0.13300000131130219,0.30799999833106995,0.39500001072883606,0.2460000067949295,0.23600000143051147,0.4819999933242798
0.13500000536441803,0.30799999833106995,0.3970000147819519,0.2409999966621399,0.23199999332427979,0.4860000014305115
0.13600000739097595,0.31200000643730164,0.40700000524520874,0.23999999463558197,0.2290000021457672,0.49000000953674316
0.13600000739097595,0.31700000166893005,0.4169999957084656,0.2370000034570694,0.2290000021457672,0.492000013589859
0.13600000739097595,0.3190000057220459,0.4230000078678131,0.23600000143051147,0.22499999403953552,0.492000013589859
0.1379999965429306,0.32499998807907104,0.4320000112056732,0.23600000143051147,0.22499999403953552,0.4959999918937683
0.13899999856948853,0.32499998807907104,0.4410000145435333,0.23600000143051147,0.22599999606609344,0.5019999742507935
0.1379999965429306,0.3310000002384186,0.4410000145435333,0.23100000619888306,0.22100000083446503,0.5040000081062317
0.13899999856948853,0.3179999887943268,0.4339999854564667,0.2150000035762787,0.2070000022649765,0.5090000033378601
0.1469999998807907,0.33000001311302185,0.4189999997615814,0.1940000057220459,0.2070000022649765,0.4790000021457672
0.14300000667572021,0.3310000002384186,0.39500001072883606,0.19599999487400055,0.22300000488758087,0.5170000195503235
0.14100000262260437,0.3199999928474426,0.36500000953674316,0.18799999356269836,0.22300000488758087,0.5270000100135803
0.14100000262260437,0.3190000057220459,0.3569999933242798,0.19200000166893005,0.21199999749660492,0.5289999842643738
0.14300000667572021,0.32100000977516174,0.35199999809265137,0.19599999487400055,0.21400000154972076,0.531000018119812
0.14399999380111694,0.3230000138282776,0.35100001096725464,0.2029999941587448,0.21400000154972076,0.531000018119812
0.14399999380111694,0.3319999873638153,0.3619999885559082,0.21299999952316284,0.21899999678134918,0.5339999794960022
0.1469999998807907,0.33799999952316284,0.3720000088214874,0.2160000056028366,0.21899999678134918,0.5379999876022339
0.14499999582767487,0.34200000762939453,0.3779999911785126,0.21400000154972076,0.21699999272823334,0.5410000085830688
0.14499999582767487,0.3449999988079071,0.3840000033378601,0.20800000429153442,0.21400000154972076,0.5410000085830688
0.1459999978542328,0.3499999940395355,0.3869999945163727,0.20999999344348907,0.2160000056028366,0.5440000295639038
0.14399999380111694,0.34299999475479126,0.375,0.20100000500679016,0.20800000429153442,0.5419999957084656
0.14399999380111694,0.32899999618530273,0.3540000021457672,0.19300000369548798,0.2029999941587448,0.5509999990463257
0.14900000393390656,0.14900000393390656,0.11699999868869781,0.19200000166893005,0.23999999463558197,0.515999972820282
0.15800000727176666,0.15600000321865082,0.12399999797344208,0.18700000643730164,0.23399999737739563,0.5339999794960022
0.15700000524520874,0.15700000524520874,0.12200000137090683,0.19099999964237213,0.2290000021457672,0.5329999923706055
0.1599999964237213,0.17100000381469727,0.12700000405311584,0.19099999964237213,0.2280000001192093,0.5419999957084656
0.16200000047683716,0.18199999630451202,0.13600000739097595,0.1899999976158142,0.22499999403953552,0.546999990940094
0.16200000047683716,0.1899999976158142,0.14300000667572021,0.18799999356269836,0.22200000286102295,0.5479999780654907
0.16099999845027924,0.20000000298023224,0.15000000596046448,0.18400000035762787,0.22100000083446503,0.5509999990463257
0.16300000250339508,0.20800000429153442,0.15700000524520874,0.18299999833106995,0.22300000488758087,0.5559999942779541
0.16300000250339508,0.21899999678134918,0.16599999368190765,0.18199999630451202,0.2240000069141388,0.5540000200271606
0.16099999845027924,0.22599999606609344,0.17100000381469727,0.18000000715255737,0.22300000488758087,0.5569999814033508
0.16099999845027924,0.2370000034570694,0.17800000309944153,0.17499999701976776,0.22300000488758087,0.5600000023841858
0.16300000250339508,0.2460000067949295,0.18700000643730164,0.17299999296665192,0.2290000021457672,0.5649999976158142
0.16300000250339508,0.2540000081062317,0.19099999964237213,0.17100000381469727,0.2290000021457672,0.5680000185966492
0.16500000655651093,0.25999999046325684,0.19300000369548798,0.1679999977350235,0.2280000001192093,0.5690000057220459
0.16300000250339508,0.25999999046325684,0.1899999976158142,0.16500000655651093,0.22499999403953552,0.5630000233650208
0.16200000047683716,0.25600001215934753,0.1860000044107437,0.16300000250339508,0.22300000488758087,0.5550000071525574
0.16300000250339508,0.2529999911785126,0.1850000023841858,0.16300000250339508,0.22599999606609344,0.5590000152587891
0.1599999964237213,0.24699999392032623,0.1770000010728836,0.16099999845027924,0.22699999809265137,0.5649999976158142
0.16099999845027924,0.24199999868869781,0.1720000058412552,0.1599999964237213,0.2280000001192093,0.5649999976158142
0.16099999845027924,0.23600000143051147,0.16500000655651093,0.1589999943971634,0.2240000069141388,0.5630000233650208
0.1589999943971634,0.2290000021457672,0.1589999943971634,0.15700000524520874,0.2240000069141388,0.5680000185966492
0.16200000047683716,0.2240000069141388,0.1589999943971634,0.15800000727176666,0.2240000069141388,0.5690000057220459
0.16099999845027924,0.21799999475479126,0.1550000011920929,0.1589999943971634,0.2240000069141388,0.578000009059906
0.17299999296665192,0.2199999988079071,0.1589999943971634,0.16500000655651093,0.2280000001192093,0.5820000171661377
0.1809999942779541,0.08100000023841858,0.05400000140070915,0.16200000047683716,0.23800000548362732,0.453000009059906
0.1720000058412552,0.0820000022649765,0.050999999046325684,0.16500000655651093,0.23199999332427979,0.4650000035762787
0.18299999833106995,0.08500000089406967,0.04699999839067459,0.1679999977350235,0.22100000083446503,0.47200000286102295
0.18199999630451202,0.10499999672174454,0.06599999964237213,0.16300000250339508,0.2409999966621399,0.48399999737739563
0.18299999833106995,0.10599999874830246,0.07500000298023224,0.1599999964237213,0.25200000405311584,0.49799999594688416
0.18400000035762787,0.10000000149011612,0.06599999964237213,0.16200000047683716,0.24400000274181366,0.5070000290870667
0.18199999630451202,0.09700000286102295,0.06400000303983688,0.16200000047683716,0.2409999966621399,0.5149999856948853
0.18199999630451202,0.09700000286102295,0.06300000101327896,0.16099999845027924,0.2409999966621399,0.5230000019073486
0.18299999833106995,0.09700000286102295,0.06700000166893005,0.16099999845027924,0.24500000476837158,0.531000018119812
0.1860000044107437,0.0989999994635582,0.07100000232458115,0.16099999845027924,0.2460000067949295,0.5389999747276306
0.18700000643730164,0.10100000351667404,0.07000000029802322,0.16200000047683716,0.24899999797344208,0.5400000214576721
0.1850000023841858,0.0989999994635582,0.07100000232458115,0.16099999845027924,0.24199999868869781,0.5350000262260437
0.18400000035762787,0.10300000011920929,0.0729999989271164,0.1599999964237213,0.24500000476837158,0.5429999828338623
0.18700000643730164,0.10199999809265137,0.0689999982714653,0.1599999964237213,0.2460000067949295,0.5609999895095825
0.19200000166893005,0.10599999874830246,0.0729999989271164,0.16300000250339508,0.2529999911785126,0.5690000057220459
0.1889999955892563,0.1120000034570694,0.07500000298023224,0.16099999845027924,0.2549999952316284,0.5730000138282776
0.18299999833106995,0.1120000034570694,0.07800000160932541,0.1589999943971634,0.2409999966621399,0.5460000038146973
0.18299999833106995,0.11699999868869781,0.07699999958276749,0.15600000321865082,0.24199999868869781,0.546999990940094
0.1809999942779541,0.11999999731779099,0.07999999821186066,0.15700000524520874,0.2409999966621399,0.5329999923706055
0.1809999942779541,0.12399999797344208,0.08100000023841858,0.15399999916553497,0.23100000619888306,0.5239999890327454
0.18299999833106995,0.12600000202655792,0.08500000089406967,0.1550000011920929,0.23000000417232513,0.5220000147819519
0.17900000512599945,0.1289999932050705,0.08399999886751175,0.14900000393390656,0.22300000488758087,0.5070000290870667
0.17599999904632568,0.13099999725818634,0.08799999952316284,0.15000000596046448,0.2150000035762787,0.4909999966621399
0.17499999701976776,0.1340000033378601,0.08799999952316284,0.14900000393390656,0.21299999952316284,0.48399999737739563
0.17599999904632568,0.13099999725818634,0.08699999749660492,0.15199999511241913,0.210999995470047,0.4950000047683716
0.1770000010728836,0.13099999725818634,0.08500000089406967,0.14800000190734863,0.20900000631809235,0.5109999775886536
0.18199999630451202,0.12600000202655792,0.08100000023841858,0.1509999930858612,0.21299999952316284,0.5260000228881836
0.18299999833106995,0.11900000274181366,0.0729999989271164,0.1509999930858612,0.210999995470047,0.5519999861717224
0.18000000715255737,0.11500000208616257,0.07199999690055847,0.15000000596046448,0.21199999749660492,0.5590000152587891
0.17399999499320984,0.1080000028014183,0.07000000029802322,0.15399999916553497,0.2070000022649765,0.5270000100135803
0.164000004529953,0.10000000149011612,0.06400000303983688,0.1509999930858612,0.19900000095367432,0.5059999823570251
