"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112"
"Signature1",218.417144124215,82.4294838518013,2.24093463846204e-11,620.816430859369,412.084914198055,736.332742507511,971.792859720767,423.396401422658,4.20345990490936,366.514423728902,775.103015470028,461.312657830356,520.786594939187,0.000441898835399321,134.080093854393,580.359067646214,356.94936580657,572.658389616823,1.90799256525256,51.4019162498126,111.948330845529,280.756034637398,224.468860825622,126.868625568898,563.251563002313,1.10428548707916,515.418329372211,94.5932090852915,1330.88828018257,1094.42784805731,626.865670770873,266.588015666097,412.315939415469,105.615996357121,364.000910075064,7.90084951574654,469.663530811777,113.759392658684,1272.79031832552,1799.93224342823,63.3864429469239,774.798172073994,326.594520276033,229.954921130172,75.8174368253431,485.853137081002,4.83442354511589,93.5704923011744,72.2668884151738,389.905896901694,0.0398099805862893,687.777065786559,442.860746324153,153.255082377663,132.326005152763,921.306872147662,512.826225335709,267.271466477377,814.64576007518,438.304747146777,18.8814445592517,54.2760316143811,236.983360174533,458.324215483259,129.842341105632,69.0002847183419,0.0600552024750041,890.501799332342,902.351831518063,550.831104002699,1368.65391693715,270.447002993243,327.007237306766,2.53114742680047e-11,361.576624194079,227.11331315589,537.245954918972,66.5591934492788,99.0168806463858,204.643251996651,352.349648799258,1845.42908878622,658.561417492505,543.027164780632,532.966966610368,963.822576942442,327.486616185201,872.001307598645,140.669220127598,117.809604080505,71.7244979239037,18.7691088800349,606.579377451024,219.51866976483,53.9392789443485,629.004160186554,328.342740992314,229.982204395284,9.93013568807808e-05,660.197042063272,75.6946430626494,69.3997583200869,138.903137982204,438.570208294768,338.577421339258,0.0421868923687722,596.118601625102,401.622068333291,234.886577623252,242.831733631633,184.220209117016,399.773349199668,402.892208439675
"Signature2",230.270422780449,555.791153376186,1177.15606005577,198.882792081024,212.485205424375,685.773015072214,137.948354876363,0.0315485744823635,412.10024955244,248.74685811576,974.777666087084,605.734016443841,302.507690453991,378.246396049592,281.647921359955,443.104602026859,243.271053108761,42.7326040083651,0.000199674859310844,242.785558316039,328.76566335935,837.987694133488,400.767407935411,388.35961931803,210.343388651195,559.113382901545,835.872856600892,549.147690368744,129.143080661707,432.789344514874,265.781348472977,185.61900683617,790.157430207371,451.328836019167,214.752912900775,760.939955252074,247.991476369846,0.289520306139637,518.827431012672,160.60995862738,272.644628431553,660.363476949135,634.770047255631,353.168968111305,244.190758654342,493.267076836576,252.35605627551,274.107213339471,531.106975266198,829.092373017441,53.0059151642237,743.328520963273,1.09451899930556,142.226280928251,1090.42404644181,292.775789390113,123.793056187326,183.222786178433,0.00217057012678893,123.820848966928,462.093243092702,642.417625563997,206.909575927736,109.830031033769,172.686645770887,272.090658291602,389.622836703546,77.1386391039817,0.0868641955858728,0.878031325706095,552.110951772032,263.404296086083,221.034377364216,163.145874595525,324.678031952568,23.67650983408,154.708428520127,393.06391825297,84.2357058335156,351.681260820097,83.1873745784392,1039.13640333573,403.725798930865,596.500799946783,163.851836112459,460.30443296563,187.661871238331,519.222203124819,227.136330735247,517.71470447703,248.915422715662,7.6329395224979e-10,344.412901367971,222.952901440926,1030.47097827928,47.4204679113589,433.557009618432,995.65344788184,239.528454574438,353.356847028911,72.8447868326388,91.5439072722362,454.556095384811,597.140238090796,411.713819714863,1.4086618452379,590.724764957421,130.137648612468,573.299770924167,386.975760270126,8.60656772171022,64.6865916291113,194.406999990738
"Signature3",772.222995032891,189.783228497182,2.24093463846204e-11,1.966824962904,309.696163398139,0.00472343785646511,482.004374752895,339.117126166656,14.6160565779368,315.546608862616,430.488817726796,351.60990438304,90.3427869697988,572.703224060619,47.2631372441657,191.952242606706,314.128417333355,357.137967553923,144.397931654391,20.9291176077145,559.885542804109,690.373655732012,167.701890413688,176.579162859738,678.462670136924,234.937003862565,47.0017629124004,67.4358259401919,627.431780066843,1273.21490569288,766.053966331475,54.9097377120194,245.777873162012,1280.25550345378,254.991929215693,388.767357451758,243.242895433333,57.5537230931355,2376.87709323146,1643.64723964057,177.495423734489,338.619532097915,0.000492862320386215,174.294264892665,4.28566189931472e-07,404.608058892168,19.9750307419544,583.66536474635,161.980423990223,1188.02825561918,72.7898891096244,745.987683937263,761.82278143116,64.7024366983172,51.7250425121792,1212.44732516074,188.501553641141,438.887298858935,681.915236104989,495.241052772222,12.8273936978158,320.729743388656,209.879084737432,290.378748171815,0.176345265940166,499.917853030543,210.518133462264,1008.81261721558,1165.63428521626,406.955909696646,521.571809704259,472.703932194293,630.603291992508,123.602517125923,371.985994804462,1062.89561086248,30.4229182216461,0.00121215568202158,12.5064392737505,394.970244913138,119.902406046709,1202.14569102089,816.57557455222,88.7794357676252,727.372615244861,543.448259959936,145.227214491801,695.544737833163,371.836210885337,392.781444981536,0.00233404671025895,350.237475551749,943.164314918064,11.4815238486247,1577.22779087343,425.073477487976,271.629533753792,224.405693997767,306.218913673429,382.449538264712,391.875748885052,199.540680344583,1277.07650398356,305.525517834472,89.2717227151764,174.015080241132,702.18717854814,532.739625023815,655.341657455268,378.152829281322,36.1363382382856,370.887131639161,839.751365446691
"Signature4",653.750891717764,1.64955561620682e-06,2.24093463846204e-11,11.0671163955513,1.15983022934884,630.231648420842,858.622595227762,613.041391184727,207.97570455456,1.39833218461084e-07,417.402439897556,691.940479868309,168.508658929526,497.817669218195,449.003050166453,291.256691493215,216.514251481328,635.651046297993,179.201119282525,612.818421908165,10.2004898793045,47.2184687226083,0.00126017394051158,2.56723330399912e-11,172.320279191895,759.089896439129,285.897390155897,67.3244448244641,613.971978974195,7.68551700415719,148.835886026227,2.82134962303594,592.5599877657,650.64865505912,64.0506069148441,848.465008631111,612.759922177891,58.9075075032186,1253.71766757915,767.577574842943,164.687883448205,802.656122505007,9.13270936726753e-06,202.517463700036,18.0235212549405,274.158888466914,29.0025835758174,1383.15570007849,674.481886347762,2938.34270805176,91.5893291728592,580.6350320811,450.895814122382,84.5376211533694,1383.17235199509,1769.64462942333,0.771368281802406,1408.90356635795,975.044462869956,612.834862362595,64.4072664053075,227.313261373125,415.025029850632,399.881093348148,180.35764089677,337.310932011227,71.6085751700392,501.014494594657,658.65527612031,460.025865711233,935.848263836694,173.181787761039,311.969527406343,3.66820575991867e-07,330.520337548013,804.894680640698,92.49100535406,206.386127607163,1.10773541623476e-06,207.787188257981,72.8715615550968,1732.01167085309,605.589280556275,199.449180337061,385.382320136015,470.960891668504,133.966595918415,472.654239354876,411.44625211867,498.61114393743,20.3080197393916,517.976947497223,703.086816180761,228.672178546232,764.006198591601,0.000327488207339425,739.012433792659,564.102778778254,1146.68341336326,355.950654086337,250.468937583389,2.50054510169263e-11,1261.86735209043,891.276350782811,221.505825806496,1.92265959658618e-07,1158.05173115528,151.038963201004,579.763230099419,268.620834038704,1.86448066476752,825.942951966863,336.394049976739
"Signature5",613.638999956181,165.251552678166,0.309104884593399,1.59420011528784,56.6016905305344,702.482318984611,294.087056305688,185.091159165872,608.473805442305,195.893742750359,616.095047374132,640.437580987917,114.140934570783,17.4305585627375,71.0669278251997,71.6202371933829,246.34252532883,10.9749127276994,143.022365373325,0.000123601910451521,2.08770604135193e-06,427.560835529383,183.701948402292,115.743259463013,530.807073135527,320.717628175804,160.74642497048,169.757099476357,0.719492173181879,37.9016233107791,6.73178126151641,211.751074837675,647.97813341904,548.733653451353,200.787485702117,1009.62547425565,603.722450373385,30.027283161938,641.287687159664,598.850309195506,757.228159544008,176.623529760413,64.4764357232796,142.271048626502,134.950586469847,27.8482689588199,26551.9346831425,83.3306923296353,179.443186976847,1909.72483939527,400.872276186429,293.306647044618,495.809060025078,42.9361609194452,755.965927621975,1256.91495399098,92.3838448213921,435.161684235437,199.648923303802,201.589354369688,408.761748156631,1315.40699412009,0.00288205585725393,173.490913112944,248.57020324157,222.327233963152,293.109847902758,132.030529884411,528.780842991113,131.74240250796,618.739204791722,2.1629899103515e-06,272.99563058191,80.6963373741986,134.665160746049,244.025790572212,352.112385152369,237.968791469262,129.897039591755,206.95117402051,1.76075013687841e-05,536.874640534525,46.7294117821874,514.020703728967,186.093068893435,124.28993633686,446.243738016703,354.975907566593,159.469742761603,185.301895221236,126.930967513097,114.198554572905,18.4481221107534,133.49858144378,223.107231295861,148.789854989811,123.621961020367,550.837323667724,170.979087560342,203.737937247526,155.86012068569,61.8478551137715,672.355716357985,42.5130348721444,239.307980035533,201.503054739631,294.036267752874,266.705824644458,396.235394995328,213.647274412626,182.953950150389,251.563364181055,10.301378381519
"Signature6",374.225663924632,0.00101053128775611,3.83571873257044e-10,740.720607745677,496.488900580232,839.569660250682,131.113865935478,220.254651055047,23.0790808528751,378.405907489456,858.356812270063,249.732988427209,384.346929008305,261.163506134032,8.42547729862247,649.892350785869,507.276197401511,334.041129594149,140.925978925433,0.433562177673903,96.4056243862607,1077.61156771747,365.606978548791,213.078401068676,756.875925267247,178.208635240226,109.598049099199,480.790904503408,159.126390264418,505.181153894692,49.2845206061699,432.50851874039,1391.34524003066,85.6100940882205,196.417243542563,1041.25232792524,19.2613086502644,0.000165883160587744,990.95533939426,1860.94601254078,350.672370633211,557.990274806115,2.66863120757167e-07,708.136868597561,4.00198937563038e-06,210.076446446054,7.28046247419503,160.163229850822,416.705404210217,381.497236808597,181.181456947037,949.051631018856,263.111031478274,0.00160771397245209,1352.47383629327,1468.61559792897,481.887972796296,244.552552442005,213.783892945116,684.560568058948,2.17813788109773,1621.25957722309,3.6431940988591e-10,513.10667631874,380.047582974429,486.387666022389,391.47460629113,841.345272765378,1226.0397938576,654.959381781633,839.243108951506,319.049798445774,274.517537485846,2.85494748256383e-05,405.196183183631,39.0374621968953,659.03279561165,580.032357433489,47.126030524235,492.575137022249,4.97204963503902e-06,893.854614535932,887.838031552944,632.534967506473,0.738807252150038,911.705054494686,56.8416864313384,101.651122670855,429.442696946238,708.679093427891,3.31317566516076e-06,731.691060607417,528.119534387766,166.847886320838,1105.67183494751,9.74350170508916,193.460389335522,633.517255616157,644.393339355683,195.853120364721,268.900834985919,254.162845256463,2052.87807552164,644.434328727497,152.110200494566,339.182741981295,194.411480803377,363.936904475577,460.065535339743,389.737257107964,222.853191210419,113.195296912587,780.611094437805
"Signature7",575.897480309545,270.241737970585,0.00415695722208247,878.840253292421,218.045527139277,882.517867411869,330.388022443952,89.8997683307004,0.12492295139956,180.986569991187,502.169504925001,333.991733807504,0.0107448994974652,236.192834178794,213.671415903966,42.9905438446093,239.409823611656,104.303094740219,525.029382644835,0.00300197082052217,424.562818172904,152.159870102353,0.027955659807046,2.56723330399912e-11,423.094068392876,196.822116966651,123.591806851309,90.6777141557956,0.0552294234079335,0.0256054201716005,486.662488644392,32.8723706802544,659.175634198963,621.954362360725,341.637829373119,812.210663766415,666.793151595473,173.353370935509,601.00860928669,253.199775300151,359.477729665559,131.125635381862,857.943867303792,733.390213820207,233.633904589142,277.714706858083,171.889091880673,100.59316132998,633.263389606785,8.43214523676827,62.030771373627,678.756216963436,356.299006990061,17.414199514847,910.133453745774,865.384127796204,459.671415010461,298.391937971445,241.247499816258,456.435484839697,482.523913107096,1350.99049594043,4.26494743622411,936.417902498735,345.548249770751,633.492504140641,32.6887941954084,788.193057606817,531.294945726563,174.118245602409,0.00525730375900913,240.774665564119,218.862424072303,77.2474637316757,258.03287037789,985.985902689424,291.654177678485,79.5966809093787,309.308125862508,430.722518952737,118.954054788749,1408.51959559545,133.010263433465,268.526739050219,1096.19999522821,579.908432224577,286.723637547771,99.405397839228,393.383056268408,621.473592093877,219.025462946685,627.75693027676,420.601476594838,331.664123914272,627.580520241022,8.13132072309548,150.335004287023,4.77739202654653,10.4359179660587,527.713494109261,174.455083148745,139.047939362005,87.7079830190327,516.286055971979,162.770484174793,4.79303366196312e-06,630.967287766745,210.074524982676,668.013160645562,68.4474202728585,543.017074733814,276.470668505899,561.896988131233
"Signature8",1541.58483657664,28.5323057744483,7.69387156446745e-11,789.284090924568,33.5568864884988,963.975679691417,1188.07411697573,31.4522697752587,0.000116453161323155,342.999688681617,366.040992975936,1150.59572504556,665.165179753228,404.44757833374,52.2578803607543,123.18615029523,249.336687594676,341.211078955183,273.245486065274,0.000101682236496067,692.257236459104,484.93269981498,630.767686127789,88.7880235692681,381.618967922387,303.651830023114,525.9649189514,510.136389504125,276.373185203528,65.6971205461377,447.479382348292,96.2012907383449,567.379549871682,1557.83584443386,181.779692255684,704.757267175001,293.234984087997,0.0800472082416856,1153.83402015411,382.153062861532,547.05088690997,477.086799707217,4.72679561836635,324.914189826577,8.76765621888526e-08,98.5994286942475,30.2260665047357,208.798734019549,168.218974206401,1117.42031817133,601.672296822059,1470.20520733674,782.969230988194,0.00186796500786534,790.152016383269,1881.45207700515,412.88883094718,1225.25410811327,457.634526188848,678.388972950487,421.877506613767,806.046284134802,0.000183040699075261,241.720925440217,602.377077510952,295.433725119294,227.664698282586,729.030648262706,580.148081483445,643.909811043191,658.546545531588,98.305385389601,5.99787926603742,2.53114742680047e-11,41.8413364041054,698.336943097638,126.785935485781,0.13190057614352,274.25341828503,192.686276951301,168.22119052416,918.862301618371,108.703249662746,310.985947539501,370.683383723665,356.199879301151,41.6176836696195,607.017693460917,4.21952456656348,31.6260175324796,261.68832121709,493.882147533505,23.8661429141386,248.042192703283,363.361058859855,63.9195656853023,545.924550079185,361.068833715077,739.624554232246,392.84357283847,32.196716332842,17.7800558028515,687.77938542116,62.767919394577,201.207242328216,168.217610497653,1314.42884763174,0.00264776483671591,616.141483807369,7.58495668966977,170.427632328704,305.95761902382,295.232646455121
"Signature9",564.64263457737,308.546738327111,4.50925417520726e-05,1318.1144768502,236.95766742932,15.3351227175016,457.78791330751,220.135708122834,709.031353717471,154.74725213454,387.105933778643,549.636400965147,143.591930497565,433.319353745085,172.773575705195,389.895441514237,49.8296575033775,462.570868255477,239.513662143346,643.892111417274,353.486879459236,821.207640252731,526.867681700067,128.875677235807,402.568633265381,5.06777834707256e-07,114.720883500937,618.977139421605,0.388524447216783,433.804402285485,32.9188130919072,345.721592200298,127.242526228124,242.133396418113,139.342486295981,419.311724334411,320.921871363768,61.5728786443593,498.677780746008,661.620003048901,0.719620946800771,731.446193783306,830.975311705169,68.6027931147813,15.8117784445715,223.080582641274,29.0277101324422,193.286653376996,18.5422233538893,350.801333549151,109.640720332562,10.9030509316148,95.2172611040659,109.789715343827,560.784131896604,929.962912419735,173.937262628137,772.37675632549,403.348558374035,126.173346716139,386.415168039553,23.6395967233567,454.599903939851,445.648503283441,13.3675403892415,0.000396197691379419,976.111904572621,832.554039919618,394.067381407014,175.270972848331,566.973596090385,576.048578135936,365.227510032728,167.319471282461,119.047440700157,993.535724181812,281.974409845204,304.362259537215,235.74720455359,76.361331972686,238.024083949903,609.413886867932,212.978508960441,1.60692611744394,891.809456314968,124.205313104481,7.44004231940351,899.067401207864,444.931578613213,259.467523802444,0.00233804592613275,47.5353020605378,0.0910112138584507,84.2862684367316,776.983434266689,367.986491757475,0.00365676395858942,34.7801506813908,232.976780067407,74.4750849384817,527.52203715505,334.301648313794,1008.48646747539,629.132062909588,7.19862904901009,27.4420802074511,490.285133650999,282.813467265744,313.03416279416,688.67552535516,0.0197693628920898,568.500622461684,506.626619716166
"Signature10",275.355572926596,158.439863018572,532.446350621099,362.459944362382,399.369460020892,650.321588379034,418.23035556932,882.763387001916,898.509629346358,229.199738735264,578.795191188955,640.403547202054,597.449815154815,269.803661825515,637.152622085896,189.525328205123,235.752977150987,284.543342268938,174.614209373488,248.082540570579,151.770942533288,565.174486636034,172.546980924151,0.000179142495347777,439.200737448547,302.502773756632,316.393183482051,1.75213167731641,225.835740964653,197.634596859337,376.844057734419,287.615659954199,0.00108121423028955,904.761189936241,37.8657212814943,385.72618584639,5.29787012791579,331.713781670009,768.655296646308,622.681807865328,1159.11964532445,335.141689420565,0.027157541736931,228.339709711816,0.00248163239757071,575.873444549508,2665.76758248268,711.831287136382,421.417971404794,409.409315264896,135.703442703483,109.790893439723,2.58962091859188,457.470783241977,34.5103345059846,550.545319546651,2.94942627683186,949.837321429826,561.234557933958,113.436330132621,365.097635767936,370.663508782817,2.67948204998844e-11,54.0259695157606,327.670084370707,2.94187861548122e-05,411.215832597296,239.544480271214,798.452193397681,492.889786630247,1402.73406410227,229.554939493766,490.034467715651,0.000142628799970542,418.343719939658,978.216556054764,433.680013657572,268.455997280774,276.947569915276,485.097983113587,107.850331507444,294.812741306631,278.067281698585,346.329149665144,558.442429185437,93.618696464435,1149.53146229788,323.761224077535,464.837668460097,798.400211267597,137.977468622915,529.283785525249,404.029760303279,403.392877164611,277.263151024666,290.399885894534,0.135239733507048,67.3528945787673,236.819810591548,267.957445818727,0.190023822994862,300.895208436593,938.339254131019,6.8983469782221,520.214008927288,283.435149659269,98.2487293750431,38.2080112269373,246.23127559095,215.406681328487,158.806535250986,692.509789272983,344.036528666941
