"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74"
"Signature1",1.63945945226045e-10,608.437801865981,700.550042197078,125.87264838656,4153.20183075836,130.723950939091,743.567138078962,1.65402258157022e-10,44.7398077398723,832.117264074185,843.122146061314,9.76369031418053,17420.5312099666,1.46720056409601,4515.02776022506,623.493368796181,1.83368911903667e-10,312.317245180024,1.63772383700141e-10,2483.58700641831,33.1265923302568,0.0241407756012864,1348.29611625632,1984.13708694878,194.559026349738,3187.40556544876,4299.08396650489,104.70318652666,6751.62202392325,1.65785361223724e-10,3558.22272782573,6.07787791587317,49.7806417208299,1.68581925143595e-10,1.61707514073201e-10,448.310329962795,96.5904479783163,459.556091317509,4915.46752435705,1.7656819384321e-10,194.12729005896,22762.4417548505,11516.0555598104,263.03493714548,2663.88285370289,143.986658618941,39.3546829226983,8966.41523193721,8496.31248288792,445.307190988384,1123.16823600334,992.189811383139,418.283043183978,257.613596784598,51.0343213244694,11094.3998419877,1186.36125431164,3040.07679824044,17.3752997030215,196.350858032726,1.69190771337207e-10,0.0688722938391384,192.13176449944,2.53451160652917,1.69161740306359e-05,1438.7561169064,5624.52914382029,0.24777243027321,1.10169386812358,25478.308893754,1544.54724874907,100.199631784191,1.28817519574342,176.412442344108,846.296375727824
"Signature2",1.27055462620504e-08,4351.5449390118,310.922066811134,215.730207467627,7071.95036100774,1552.03541924105,3944.32613413246,104.073198259978,122.500931699036,384.934060793318,183.164837748416,352.117099184425,2665.56010246414,0.847971210538233,2.12968660203869,198.319135580699,6.06125297913846,236.826009622058,1.63772383700141e-10,881.803716987546,1.73373456877816e-10,170.335653137351,1932.96667118648,0.000352277822123553,337.501695030249,4185.76561512777,2122.60816864713,0.784890989475583,217.239994995137,6.73746147742127,234.858745942618,849.062594389899,587.093129332294,18.6945645236875,22.547980865803,596.983378067298,83.8097860107207,529.051671492617,2215.17632689281,466.708031309989,288.591999959218,8823.70979676391,7246.77053043468,412.740605356956,120.056329865224,217.166369154481,91.6103830421635,4303.20188920178,300.843807666728,26.0389325752225,0.000201029225065463,0.00345343748306846,0.00012799084471284,576.440808428925,59.5714110150996,2960.06449252687,385.628673348388,3943.38730430906,590.874619259882,464.636833411888,48.253617682725,218.681621623793,447.588822545787,2.65140835541691e-05,306.62239584134,0.133993467444951,6764.33804759735,1106.82836804735,120.535237376253,9755.72916990768,102.735523417538,56.0017079430089,0.0112231897155417,778.264761500206,746.7900541981
"Signature3",1.63945945226045e-10,214.701596107558,118.491300463805,13205.5411678574,236.865555221326,10982.0129810498,18482.7110771228,39.7275664869295,46.3294024422606,271.999812403941,44.7918882426746,1423.63187360347,0.420027135554238,281.431648062719,790.087410556403,128.582146071363,10.8572474696759,91.3562675298341,1.63772383700141e-10,822.592193174125,1.73373456877816e-10,401.776641629635,634.858584654907,190.963297288423,11.4953141142404,0.213362408038616,171.878590105434,73.9807132442207,25.4498731385044,1.21185613956483,0.273031776749786,401.25101583319,337.58949560741,1.68581925143595e-10,1.61707514073201e-10,153.916130749684,116.000649798093,276.168132722557,3410.12223625554,308.672906840024,3.6326704202554e-07,372.256237901665,2322.55029247927,444.627564148069,680.22404898409,180.401896909197,0.212233177271714,12984.5801035473,553.420925088744,16.0977136747915,446.127715388871,777.490930538948,393.728685446479,0.000204021573594372,0.286954024183572,123.455901517682,542.332286914494,19470.4530146954,2671.06766081656,153.57318132107,285.589221505558,30.501243919415,1.23170255727819e-09,147.598561750212,127.407740746806,0.0508029473977177,51530.6982157977,530.837719206339,0.1419571568844,7.99393780406031e-09,123.683446598438,89.5185527148053,64.6445277656232,1754.25755873989,325.524984475514
"Signature4",1.63945945226045e-10,437.93574736431,693.285286977556,678.582603515286,491.153575233586,1.63986087091187,99.6197529520881,515.788727318363,181.492401676282,1299.5322504963,651.888266090821,1152.71499872121,3967.52607006099,267.533509033285,493.93610654588,0.0237389471335824,1.78304411403892e-10,642.149091857983,14.1384006844858,1401.35867518844,1.11414337709884,1031.31108457093,92.4757604941962,1.96363937404334e-10,768.064625272665,4048.71453560315,2062.16798641408,266.532855984938,883.772030178313,1.65785361223724e-10,677.062437812706,3424.71648177236,907.821116196297,1.68581925143595e-10,369.803900342913,883.499664659025,468.996103562976,663.676080552161,797.31864400503,564.159621424867,410.498458474352,1966.60608135125,1252.91375542999,738.019544933899,2548.54759859729,193.606183557944,265.640284847516,0.0696832516443228,2903.31085170458,3230.48161122143,0.855941437300732,0.00206263076905718,700.352318949353,1082.08996466827,426.972696735882,784.584664375918,3352.96892816144,2028.99270845575,16421.5237650452,577.204146734415,469.343254226437,668.416802769165,24.7941502414355,725.290892377382,26.552772173071,1216.89336507594,586.053279406708,735.686154524568,3245.85933371537,0.0101554084254013,1313.83073930843,515.037577079008,353.754914534176,2448.84196622139,296.388908009717
"Signature5",2.85494224323912,244.446810826069,11.9444693559957,4177.80280447517,654.026326948743,789.696687544755,17762.9031194042,31.0332757739907,47.2977465599504,280.71253036238,66.0793540795127,256.599693382276,1150.11570199574,61.3170184748107,5.15894436863101e-09,37.6893601839118,1.78304411403892e-10,8.4141869187199e-07,1.63772383700141e-10,41.1506745243903,5.40597441532983,17.172363883108,120.213073073387,16.8643639805176,193.2595580522,1029.18835575375,332.358879079025,2.4769308313673,157.162779265304,0.877238951570586,295.346509683121,92.0850883696202,154.071316361803,1.68581925143595e-10,6.38718454752269,90.5635413153294,66.3546372975421,6.24590788521952,436.739350406933,135.343597257209,23.6226386042782,0.00403488598691688,25.4896673258583,79.585439126378,222.187730897599,46.1828294529473,9.92281050573481,4841.36455693127,475.085639027475,223.35902935795,5.72714917296089e-06,1.13446426305515e-05,273.137266729248,30.8937205897978,40.3915733392045,2.19881096210773,111.272901144253,17144.5932902575,249.26384350259,68.4641151550299,53.4836625468216,70.8109164560376,17.3382406769904,76.7161315727181,0.0725709651371161,354.164248670192,116916.609417731,0.189280736062591,62.9125800777361,226.33116759906,130.887971068922,210.95442062721,61.4005482265261,753.857160244216,198.375872941393
"Signature6",6.38172285369387,8.03137178519694e-06,1163.87735771477,269.588324509494,2.44268978175603e-10,813.818813024474,578.863218507926,184.555551340391,400.439628889598,1531.88343590333,452.631771125861,1501.89148678282,432.662075684903,316.267731649656,1406.86164672214,175.246467824203,1.78304411403892e-10,75.5339166107904,6.59794700477575,297.337471338218,28.6777074674378,850.397544643264,471.988436443902,1845.11879878043,1.76638075321324e-10,426.982687465582,551.332591575156,1.7877386540634e-10,634.821229089793,1.65785361223724e-10,929.96461831487,1634.30235614439,179.692013348419,1.68581925143595e-10,1.61707514073201e-10,104.656659499089,2.11048643021207e-05,255.846048839654,36.3322566447451,217.083997506255,757.278110936853,2008.40387036283,7850.99227491802,341.058425421219,2347.93801000464,95.3493813019384,789.413209401293,843.257292349874,2181.2244944074,929.493090205213,706.154195892931,705.707291637779,864.055560706748,1151.79932092524,757.772753073391,1.65185009609671e-06,632.658493036889,1.07281361806658e-06,11484.8781107765,762.409586338423,200.436439465686,245.355887704253,305.818491021824,746.82962642026,509.388954827515,650.630603121999,5857.11423546174,314.31796697026,1876.62299039484,4904.17570208692,351.788712841906,186.4184813607,627.815209452562,1403.5321604933,613.699572989944
"Signature7",12.1282757646744,2.26147534234398e-07,160.466810104472,2542.65957796387,0.0376077836049908,38.6564979907568,282.524737081574,168.654743334164,55.2282028068603,1686.26683145528,798.406468929459,2197.99025106483,6.10453769623912,1318.02589240567,1778.57486828376,972.473436601009,2.62260054438537,1824.6248170248,1.63772383700141e-10,3414.28541208964,88.1260905429986,1484.76905547499,966.075800550865,330.861901056408,1647.13487792171,272.722377961915,649.348110925591,396.734391233892,2443.43638123219,1.65785361223724e-10,823.962355142662,799.569711552664,493.707273549863,1.68581925143595e-10,165.479690637448,565.816894788383,1167.54709312252,1385.35715317611,5069.25233020811,1301.76012905261,450.431115157119,211.133140099345,1184.25260920927,2468.37392088497,408.44299260262,3418.58636731435,17.8290130630938,679.940068972213,1281.56954950645,156.903841599529,1266.87533137525,2876.44080077662,548.250760202224,663.452681540566,907.698831083814,0.0713147580504177,5373.91124489699,117.402616679202,6.5086129580414,2348.92747880123,549.744165693849,2881.64576486941,1984.81188423918,420.619823800707,2639.54236345514,1210.50740705954,826.738329737093,5243.31273978026,548.546844509695,602.253231334344,1533.4662473147,1121.54916341994,521.696430929993,3914.43544430124,2628.90336754965
"Signature8",1.63945945226045e-10,295.994377098152,5.88996017391987,4489.16333188648,394.683647413224,658.645010460919,2118.23642030209,239.067844544337,455.50704864635,910.693380253293,485.458459652984,1286.1940150753,771.215837947986,266.761553333543,1.86574998166103e-05,0.0536760424588786,1.78304411403892e-10,417.694844869588,1.76106042984395,766.634070087981,1.22748215376424e-07,310.78371817445,3.15631511072393e-05,0.00300622764073124,475.04348704804,1173.96898051947,951.356807897332,185.899161152425,97.0913256129013,7.84228572036611,766.542355964977,1044.45198470015,450.175268421286,6.05487544198994,254.11107181169,242.824379700261,80.4645358762273,510.656139280676,2076.8860714589,514.793769035853,778.673486944496,31.0135960842075,711.341890208165,344.87795167114,538.871929136148,195.798308225456,73.2301515895441,7885.41973842911,935.635855443983,655.764214908332,188.764441375414,0.0356195186590741,504.493456642566,656.655828635423,495.606997076045,868.610042195541,4551.26118468965,2363.10633702497,59.9885206346152,768.048773777402,392.187680231602,1670.47012410957,387.799473488649,361.535541378636,278.201697504334,431.981718430238,42060.7312451767,1.65299474395093,252.365930333469,0.0479033672208719,783.890237216916,571.871265284599,89.99620286785,2555.41802291055,213.378141229973
"Signature9",1.63945945226045e-10,4.62834536288628e-05,1.83767363203413e-10,569.901447939151,485.372193146463,83.531885602868,235.265557694907,433.346327085033,221.910881329281,668.841130245956,330.113067251673,1302.59418803908,0.0156843756914241,394.823622740583,606.313952091044,390.470194157767,2.51544491467021e-10,568.678324613776,13.2473813957632,814.45612316533,71.1559243621083,551.512428920081,557.964321292082,1.96363937404334e-10,197.565093679783,0.0469763191204328,5.6827410934967,79.2007136442591,601.721422230369,20.3760280758332,767.268729604156,3732.47129721102,400.234161994488,1.68581925143595e-10,534.046108297636,3.17580721674269,1.93762751932994e-10,312.563725932704,2505.72901022918,381.421899963871,507.414607071933,1.8307117605731,503.792462051231,643.076526990058,1042.69193427417,1368.24387773748,269.738248289652,1208.29611519707,546.789633239233,4185.13746612937,315.674689933853,766.723936893006,65.1954909334461,2735.4227029804,710.437154758386,392.110371757948,1329.46508751315,1223.60061080552,14795.1380899678,1283.04916114368,387.938736818023,450.293764367199,579.013378270212,629.617463782886,1197.08180858389,297.104162600078,10189.9945478708,2238.71328708674,3093.93103333333,0.0271324702950825,29.9943910885672,26.9159265011589,84.8581263021673,1903.64389662448,293.246181033927
"Signature10",25.6344372106273,332.628202465151,1.83767363203413e-10,400.102368430982,757.91625698125,258.556252419849,1061.47946121954,280.664939726137,315.851699060002,1951.54832068558,205.158948940403,1505.75781245954,3753.31909252506,265.841614699746,273.766399411519,1.80110805969608e-10,1.78304411403892e-10,366.844659579092,15.0320838698077,1690.42593501396,1.23596666814584e-07,1030.9972453734,2854.0078708167,1343.64620587152,354.810954660219,1065.77699132943,610.686575473914,642.504562728422,837.110749163112,3.66372994381983,390.860039690009,974.266505907196,1150.66907427475,1.68581925143595e-10,350.908275763269,602.135489162324,133.132281688627,1025.06817490849,851.292936485578,493.770040668893,413.159755934232,3955.58039746081,2320.72768012822,2198.45840949091,1161.18353955839,217.473242361194,532.971919127616,1479.53510016569,813.945185291632,1011.27411404328,1715.10461873014,1.79362275178251e-10,438.630853724537,510.402160490249,424.439274137268,2259.66881853977,1386.4357096205,4217.27082733203,221.448002759719,1228.67890799091,1214.97941311204,490.862333920194,589.240783177613,1413.84056950635,204.412319502161,923.617427814722,10053.1531148622,2231.89696688361,5.26659613205687,2197.63369332435,1284.88972505782,0.000289427054059156,371.245832034111,2.93749739877426e-05,658.442319898757
"Signature11",1.63945945226045e-10,6488.11046881891,282.489825363916,1218.88176913774,11435.8026803727,876.446577772626,205.724425813341,0.000158484531239529,116.641345911074,221.807894457171,335.901832645505,400.167061107896,10323.9207260482,284.270772589054,4137.19564508167,293.022560176744,1.15480704420544,61.4461063131947,1.63772383700141e-10,1221.46084064883,16.55471197883,181.65537844896,2842.05877559346,2033.89185080143,3.63271480585103,3152.21815672882,150.570665750514,179.591053106206,2831.81727255433,1.65785361223724e-10,2196.7376877454,0.503863849106456,261.336649412598,1.68581925143595e-10,24.508123977024,49.9158590794939,205.014471500589,2.97082527895329,4534.70698556285,1.7656819384321e-10,3.9839960568308,23530.8731902663,17160.7387677343,0.0753668476063749,1343.37356945033,349.068518862569,4.57784503170187,3052.91806429948,4217.46097465152,369.391431411858,620.115332556268,544.123006007157,618.116260639556,2.0342633059049e-05,231.484486876595,4093.48875605657,1321.50212045249,12.0067395325667,388.660160199562,40.3901677150177,1.69190771337207e-10,235.411867581597,161.623148571666,88.9895885920564,0.58769280828924,602.271876865667,754.859210791216,684.900284391146,108.383470642409,27483.3587463441,848.930762701296,462.029144445754,75.7101540464996,2695.95566362367,207.17046960699
"Signature12",1.63945945226045e-10,943.538428723075,356.092886998159,1389.56936878394,1460.44168894937,4.66094555209254,0.0433596558167675,259.181454240494,162.956346440708,1022.71061436952,696.974731644076,2842.54210711318,2373.25226781407,479.244703910443,1209.46423189816,455.193541069845,1.4282955717965,79.0053307574939,1.63772383700141e-10,690.436672174309,2.85128948810575e-07,588.598127835591,1261.83182825509,1229.95844670122,1160.3873143029,2375.28565073727,1760.50024469404,383.09450038789,1604.62024914297,8.76850901708959,2899.38729205365,2786.43278828312,866.806092134792,2.75465711128073,0.0223342050553452,511.822930526055,670.320898549901,786.009686856861,3921.6757828559,185.4447535852,0.545229982133813,628.689638802357,8379.39121158428,1.60806647600633e-07,2476.8177531422,27.378319481974,27.3760550249862,1774.41151389479,3097.82462873917,904.930065742932,560.308481100683,270.833480015518,1374.34143441543,1025.91747349621,34.7801646950028,1150.85940527874,937.251792695315,2611.23134688731,4079.19378499704,918.825865570497,382.159737750414,1.54728182512757,232.419537080368,184.535501173034,5.66804721100057e-06,821.013382593773,23801.806610261,151.673112370478,1.89200247486471e-09,426.17264405511,624.605565875148,448.106500875985,226.058982861832,8177.37065686016,569.269355640942
"Signature13",13.5858258762293,35.5388405749092,301.546996022544,2002.68815578694,8.111212514823,18471.0889620986,650.803675297117,8.25188170613774e-08,168.550835774672,164.695914230388,95.7204160624929,1079.36956521776,826.193136130543,46.7411153785965,1.8761418099595e-08,81.2909675449458,1.78304411403892e-10,356.997767234391,1.63772383700141e-10,85.3423934179616,58.2588870717264,284.253326769885,0.825711657860534,257.4821492934,98.6882624594039,1338.58534067891,5.00374775199299,86.2765285346891,249.52361161015,1.65785361223724e-10,100.551274165529,896.350942100363,0.023087991164331,1.68581925143595e-10,121.617984577807,268.576125271611,84.5216775041606,439.496872694294,1590.37726692863,1.7656819384321e-10,35.5002949621612,240.759926768228,144.151034696271,0.000240168507243799,51.6579760394473,576.25205421201,33.6255671955837,557.971013303398,289.265987621128,63.3771569376164,79.0617939209866,449.08578592209,2.99916260473991,517.762671492381,100.813259175045,387.300856842592,1120.36893474839,25522.6053454504,322.882677842196,335.699124644407,14.179837679047,849.08488341619,229.129875043157,205.57683310329,547.664723641303,3.70306406318222e-06,19115.3494502755,1192.54584845487,616.250056596871,2.71936614650143,258.022723214165,19.3419182815465,8.5914028685714e-05,1255.45494335275,622.906480716733
"Signature14",31.174084376916,469.689359420547,110.873813587747,253.368961932379,463.315693438132,1380.13161782575,8.62193774932593,216.430712588635,524.496411463395,627.504693151652,699.44919299151,1915.11470821153,4058.97932039424,1626.02254498364,29.8156784396141,1490.22467061179,6.50958554003778,1485.4062279711,37.2638644130868,975.751692653172,39.5547300503843,1629.46716496733,380.35562753948,1.96363937404334e-10,1833.94864173735,2391.56816076757,1230.89515601857,266.683963367656,4699.82912944235,16.0348533782126,549.844393706234,1108.80368169739,352.040579580723,12.9015079385048,7.51546641657988e-10,0.357223420935745,137.556543969686,1835.92053632611,8586.10815962837,54.2546690801437,0.00305331420484503,1922.11238320495,0.804332725384666,220.294683541012,909.067678012215,798.84464204923,602.357717763718,2322.15632479021,624.939684998818,1965.16185663474,1731.16048142641,2636.15566111351,750.80916199412,921.519342641427,193.612927907555,4034.79008037026,1931.20948183128,182.493428988424,4162.30106307143,854.022414910497,892.437954591702,401.510248696447,1438.32505013414,1.64051939557045e-10,1551.56737170903,1851.61806361932,20167.4322627058,1072.75976498123,0.510758004752466,0.00380411221857508,116.902381056762,252.320642629217,1058.66886893251,296.751691809254,2411.55078292818
"Signature15",1.63945945226045e-10,168.421921039466,1.83767363203413e-10,20199.9317244884,342.590830958849,9665.3379995886,37118.2683661914,1.65402258157022e-10,13.2356342813809,407.121986646408,166.208831845665,46.2282625450511,2.20253800778751e-10,74.9946867441962,181.561282272836,25.9939234977124,1.78304411403892e-10,203.800876220297,4.5461706571622,200.475258893105,1.73373456877816e-10,168.500700528797,333.263840643555,15.3730016063756,47.2994971239144,0.062601438328281,180.84916778505,32.6179943366865,593.796544770209,1.65785361223724e-10,151.621008025449,58.9832744329532,19.4831475964061,4.59439498251408,4.81174435345859e-05,37.8332436210889,0.000883508699904346,247.880088686571,79.6861104200823,54.1256153132279,119.058164420607,847.957858843739,224.895503328995,62.0978873360314,273.637210057234,237.691786259902,146.039274503468,6093.31112751016,207.701738364403,223.551198775891,261.214263993773,318.823254123574,190.805502606688,332.008969303302,162.571661194678,238.933642597453,808.8473270646,10119.1700559461,77.0604405510061,289.279605675294,33.9612789769461,243.266451858295,315.636178944903,0.0027027408867368,73.1812860775969,376.932505070579,35891.0961384928,192.37876274502,225.516652007496,424.661581674068,46.6242559408925,1.96819271833442e-05,7.67046539017617e-10,24.9635571631397,5.39731558669958e-05
"Signature16",0.0222018333333942,3.63091449189446e-05,5.53991861715343e-09,13291.3983808695,0.449744430614919,29637.5073514083,4738.04334184272,183.999940710231,271.540302340354,1096.49392468477,1599.86660681291,119.586800551771,0.603368850589887,1017.30194598744,16.7550003944805,10.033713793335,5.5830886203587,218.400803188293,8.41309154360065,1696.70003453356,7.99497180772156,399.658837912576,549.615146531007,9.35547999327019,1733.69451882431,173.280168795374,2600.87683352853,298.32195719691,45.6409759515514,16.4880372947957,2069.92892034495,243.68673104486,342.473885942224,1.68581925143595e-10,0.00416436114924924,42.6054508300209,703.974856933061,272.426456940245,435.97139429138,1942.27396468839,1384.36225910957,17.5146626621901,544.068895119906,2064.08592630358,1558.9665403594,559.871870099351,341.69002390151,1928.9617703454,2369.60173295054,712.339834188456,290.145125042308,448.954146880369,895.813797761141,0.000147220753534654,1464.59434875859,1178.95524625102,2232.95421622462,9420.86065051291,43.155630744099,1910.88596760301,871.304996256108,867.767965689434,874.335982777033,177.165988480324,1.52822975953349,1134.27079838234,9589.37657655526,1021.68822551725,26.049953295158,522.749905290939,2410.25587803931,3140.15933963662,781.474685009795,282.406069426733,751.174973954641
"Signature17",14.2185098272696,0.0114158339517799,53.5691842228143,4584.21715656909,150.080794840939,3075.50918660949,30325.9982769538,46.4755600239349,398.281372938923,389.135955786518,421.063179874728,36.7363866256941,474.580840909251,2382.10646823198,1298.51031279397,482.889099100723,7.78312222871884,352.917710585862,1.63772383700141e-10,300.201829691123,71.0302660641136,2937.78658695405,0.20240344754589,2336.34405917217,546.914418617242,343.214472916738,0.799766755251748,178.596596734122,1471.34440769957,1.65785361223724e-10,0.567872201192352,1453.98380479585,0.00306653465243917,1.68581925143595e-10,388.563132494002,0.00689212986447853,431.715111593825,1475.10640710926,102.157613368921,154.187004272942,203.749538649784,735.112717931221,44.0635328158119,5.59257047337882,1152.45230531611,912.097694401038,588.41058061245,1585.19040587338,152.066828410269,580.391251604997,1014.2691450661,1167.43074777656,653.9871154689,1171.02038643825,9.93118482479444,895.507752329967,405.570363345918,6468.74892380943,16.6797171707498,1567.55381117451,3.46270373451743e-06,221.303968900024,1173.99323928637,493.146237200485,261.188049820641,683.05352367132,2802.12017345704,582.370751130596,492.004912553662,4.81690311672404,1367.94419051012,2382.57541830727,643.376032736096,478.433975009933,226.882105124555
