"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37"
"Signature1",2210.46452081076,1775.53733954404,858.039098633563,5776.68780920089,9088.19473175072,7.57673744219794e-11,2652.30431813222,1045.19649053023,2439.98081710538,5281.71778803079,3859.26177633463,2472.50941829728,29.7863379910608,78.4345375570068,24872.8621640495,5.60359991976716e-10,3442.90832226904,174.022913811272,2568.50024945537,1208.57057964214,87.95526470872,449.157295954061,4.98554640390322e-11,6.99199875333782,2881.99212310576,9117.34724319353,4563.37729132735,5868.04173554096,261.327988833585,990.124783592116,509.2701648866,4235.1698473556,7.87942100004989,182.226812869483,1255.36387766193,1.46446564073906e-10,121.482579964149,583.18375786474
"Signature2",11004.782171036,5608.02813372271,82.5636027067672,3348.30622437029,3714.74002347414,34.6956490560136,643.924249856659,3131.11463649971,5172.96030794156,2576.56532362008,1.1166579229917e-10,8210.61454939527,2.48023888533995e-08,241.60757303322,11984.6230039537,3348.5295299834,138.806004002742,310.676856124143,4706.3176673576,8.79325160500053,5.70363448085587,2864.93854659571,1.4186712093577e-08,73.7829613630369,754.499394049144,932.170958551014,4669.17303831545,1873.07297807237,504.516390856098,4642.51984024218,846.391592872308,8512.42454738633,7.46681525445655e-11,175.405525826423,1951.85739177117,353.538999562992,145.957729149156,146.355964635755
"Signature3",1809.99013238694,2663.98839707831,1653.81269981781,0.0973364487945617,18231.2443156226,7.57673744219794e-11,5468.65801620799,1793.08552153121,2800.74097527474,19421.7804309571,520.80281391264,1302.31969749832,418.081987292946,0.0186390364792929,21386.6327646491,1110.85210591789,365.567666913809,1084.84302022226,1347.61161479473,2986.80174330725,451.657063062474,938.556927050537,4.98554640390322e-11,46.4110940311601,4839.9208981832,0.467952694354062,851.147697938436,8977.4495764951,1279.45542168095,1641.46757694996,919.372382387498,3690.46472014927,1.80073093363373e-06,247.330054074477,1072.4950870723,616.805169436778,479.404056723066,5708.61552836468
"Signature4",6967.51906698642,9061.23411519835,0.0610491645951238,0.00454000427699803,14144.3253144827,7.57673744219794e-11,2077.95722330789,4888.45078374395,5090.30271503513,20091.9083916579,0.0151107509572602,3574.41371020289,75.3100948412565,94.9993871593878,10833.6817541812,4120.7955596913,488.502382896423,9.88286540425554e-08,14127.8219960194,4624.79219023517,67.0702189792075,1349.41258757565,4.98554640390322e-11,7.66826980223623e-11,6874.62689329379,402.844441173579,7765.27855693081,40802.5204490655,8.19955620103435e-11,99.1111842784713,6.8980850099183e-07,8881.9561590022,7.46681525445655e-11,6.7421175251484e-08,6899.98082377912,171.944891555408,268.028656378903,4966.6787355305
"Signature5",10302.4038337763,6851.87852150089,2.63601708296626e-05,0.0901389236622983,5690.09973153105,7.57673744219794e-11,3051.58092769378,2180.22588160859,8563.61068005636,11821.635656837,889.547784015233,18520.1107239544,3.85860355097228e-07,5.66154706070576e-10,18742.4405465367,6075.63118995357,190.846594621078,6.85451903023471,9800.59561013783,3478.91401445738,7.63413290839407e-11,3796.33402276161,4.98554640390322e-11,7.66826980223623e-11,12052.9813385615,0.55999995588728,1159.06494479977,59790.2120607593,4.52575763292178e-06,0.0331268936822506,8.46947031447295e-11,20977.1048190397,4.47586496557734e-08,1.09386108223359,6433.86019788903,0.0132795298706683,4.39413952306337e-10,1718.37566902238
"Signature6",10853.2289846136,4108.74134971316,92.9252862305418,864.518056459136,13989.5921299218,46.4349016167461,462.671706325396,3242.39294087476,4987.10971112325,11572.2310418674,1684.27213228373,8051.78456648084,0.00323113999161115,1.22464689591004e-09,18253.334314703,4915.07923775939,2486.83915062293,12.7045601968199,10195.184735324,3654.63290616814,7.63413290839407e-11,1384.35266345324,4.98554640390322e-11,7.66826980223623e-11,5024.41516414895,0.339195666516734,6661.99966468743,14689.5573964374,338.388696159684,9.75474241554658e-05,337.814853989635,7490.45274957385,21.8226649477339,1.2679960888901e-09,5561.51506329342,338.438944962924,3.69096727641494e-09,416.540297622544
"Signature7",743.735314722868,403.883120546666,255.272885532993,543.421857097484,2660.37298845847,3.53138987687465e-05,531.968063312012,209.445726243757,730.751148691443,4764.84523278714,238.814231243976,938.157028250545,1.16060188165503,241.938100068612,4097.26448438494,0.0605569998661893,26064.5792054351,89.6032418439841,869.708194656768,479.060766854736,26.7099115348571,89.6389200518444,3682.15398571791,0.949452259022613,1859.01146150492,205.081126306612,228.040523485642,1508.52484447893,196.196588770423,577.277400042048,204.400657972029,1433.687067205,7.46681525445655e-11,9.8640927832865,492.881655238374,124.854664389697,3.62434863999711,6327.94618292162
"Signature8",2114.41676171735,1879.84994453081,691.818179141483,3793.62604267763,8634.99796557397,17.084278134038,3233.28573349579,52.0024359533404,3493.38902341151,6417.10658313543,2905.09526046888,1538.14751724458,98.3548563694166,251.784290253895,20541.2822412685,17118.1343783998,11678.9546219499,346.844365313276,824.52007228237,431.184195989893,32.8809307875888,363.199340619154,4.98554640390322e-11,15.1305322851889,1624.71185267048,18306.6821125139,7800.7955423738,19.9365917082647,423.712830339144,834.906034599612,1238.65350572834,3232.39918923467,131.862053084011,461.190287620802,309.926961957907,521.849019198598,299.669523085731,444.559663613132
"Signature9",2557.33623796015,1982.9475905898,4276.13651591284,1754.24765425229,1460.64933745151,334.40433195494,1724.68570170909,804.466534507734,1385.07905322605,4858.63321878476,42.8441873932791,2193.6316691975,1281.10973602479,2735.27892731541,4154.0608033067,432.354266443665,829.465348709535,1527.0239310543,2524.9131912921,720.793942997401,722.944634304347,649.564962552045,5.16827459290317e-11,308.545090753083,1954.46877796938,1157.67931051908,1485.57249565374,7764.28816023777,2347.90785969215,2896.87118710224,2653.54140935066,2764.50148853931,1218.34700655515,1849.3746183092,1673.61709360983,2299.21775238379,2633.55432530475,1081.97370221127
"Signature10",4985.88306856228,4449.78264217463,741.288546559944,0.000328411429296295,25380.3718746282,7.57673744219794e-11,1173.07996482763,2488.74299436179,4605.0731456706,21690.8490070815,2049.12289725777,6902.17621327051,7.5907984183921e-11,7.32129482033985e-11,15672.4259814668,2010.07038968188,669.090568071774,329.615062802358,15629.5451931201,6867.6783025078,7.63413290839407e-11,130.697838669064,4.98554640390322e-11,21.5685788002967,9395.54612797994,3.17491654731434,6934.70643912232,55514.6593564372,53.9227266524981,1982.866851116,8.46947031447295e-11,6775.21508108462,123.340590441388,151.521303737719,7547.09622320294,5.88185213935227,7.62637216228047e-11,962.700503071201
