	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
0	1942	1312	178	261	3146	9	527	681	1238	3467	245	1879	33	64	3983	989	476	74	2143	778	31	446	44	9	1557	237	1192	6954	101	430	124	2257	21	57	1118	95	72	631
1	1488	1031	109	201	2472	7	424	536	962	2677	223	1544	25	45	3149	799	366	48	1681	648	25	339	25	4	1276	204	980	5511	95	250	104	1871	25	47	939	74	63	471
2	610	435	21	30	1032	1	161	212	395	1155	85	705	5	8	1283	332	114	9	847	318	4	116	5	1	577	36	402	2852	14	31	12	825	0	4	421	11	9	204
3	1407	925	128	200	2102	9	359	517	866	2484	191	1212	27	50	2848	661	404	51	1507	559	24	322	33	7	1132	218	893	4598	71	257	103	1671	21	36	790	64	50	438
4	2176	1654	147	306	3732	10	593	843	1489	4110	301	2220	30	44	4836	1112	472	81	2811	973	23	531	51	4	1910	271	1494	8737	92	517	123	2847	23	49	1336	71	54	685
5	2391	1769	103	178	3924	5	664	887	1590	4376	331	2562	17	45	4952	1204	502	46	2951	1201	17	527	19	8	2217	190	1462	10083	65	238	67	3047	14	39	1665	58	44	716
6	315	287	27	45	655	0	91	146	275	864	48	405	3	10	821	163	64	18	469	177	1	64	7	0	330	35	239	1570	14	75	17	530	3	4	236	10	8	118
7	1978	1474	113	211	3124	4	545	727	1337	3778	266	2113	18	44	4252	1014	394	58	2602	945	21	430	31	13	1845	236	1320	8294	71	322	95	2596	18	34	1350	66	51	677
8	2051	1469	123	331	3288	5	532	796	1418	3515	209	1959	18	23	4009	998	483	92	2453	824	18	464	79	8	1659	286	1351	8022	82	731	108	2633	19	36	1155	51	64	617
9	1494	1045	93	138	2465	4	425	553	1006	2848	217	1614	15	31	3211	814	385	35	1962	756	15	333	20	4	1303	147	958	6478	46	185	55	1861	12	26	1034	37	44	487
10	676	518	27	36	1158	2	212	265	530	1424	108	866	2	11	1587	376	156	14	949	355	3	139	15	0	692	51	456	3531	20	55	8	1005	1	3	522	5	2	249
11	1413	1042	115	241	2175	9	341	515	987	2538	153	1410	16	42	2983	661	342	69	1668	577	20	315	49	4	1148	224	887	5573	62	425	77	1825	14	30	802	59	56	413
12	1775	1352	193	483	3085	14	591	643	1243	3152	367	1807	35	68	4424	1089	843	104	2080	750	31	358	56	7	1423	877	1387	6372	116	475	167	2269	17	72	1057	106	102	572
13	2122	1494	149	334	3695	5	638	771	1425	3992	365	2302	28	49	4783	1182	625	68	2641	1020	22	477	38	9	1906	442	1389	9180	98	318	120	2676	23	34	1334	62	57	663
14	414	290	24	58	723	0	139	178	274	763	65	448	8	10	960	243	152	14	515	209	12	95	15	2	383	76	303	1803	9	81	16	577	9	5	294	7	10	129
15	2300	1585	210	560	3627	14	681	853	1510	4020	356	2173	34	83	5068	1251	783	124	2710	914	31	493	94	6	1737	701	1700	8054	141	708	161	2901	20	90	1310	89	109	681
16	442	338	87	97	968	2	158	155	304	1027	83	422	14	18	1183	266	144	25	541	215	7	97	29	2	401	149	316	1712	56	131	45	521	12	23	294	24	33	160
17	218	189	57	43	542	2	98	98	160	533	43	276	3	15	677	147	118	23	326	151	7	51	10	0	266	61	172	966	21	61	26	331	3	12	172	13	14	80
18	86	97	26	19	232	1	44	37	74	366	14	156	0	6	281	76	23	6	152	58	1	25	7	1	127	36	69	568	12	23	10	141	6	0	88	10	2	38
19	312	230	83	87	737	3	140	132	242	827	64	299	11	22	984	200	144	34	343	170	10	94	18	5	314	155	216	1042	57	141	59	391	17	20	191	36	33	108
20	446	347	66	49	893	2	142	170	281	931	94	430	10	16	1099	276	147	27	559	229	4	84	12	5	404	85	296	1720	38	85	37	579	8	15	282	13	17	141
21	443	305	50	66	743	4	134	157	285	847	69	391	11	18	1158	230	97	27	546	209	8	77	20	2	438	86	297	1664	28	83	38	520	4	15	231	32	19	107
22	207	168	19	20	441	0	63	112	154	444	34	249	7	8	524	126	44	13	314	122	2	59	5	1	227	30	138	1059	18	49	10	291	0	13	147	7	6	76
23	428	314	82	93	945	4	151	176	302	1014	83	473	11	26	1253	271	177	31	538	235	8	109	20	1	428	164	302	1685	56	141	46	555	15	21	276	36	21	170
24	282	206	43	39	554	2	102	112	194	581	44	296	5	17	767	134	85	19	323	158	5	63	13	1	278	52	178	1176	28	67	27	321	2	12	209	13	12	97
25	351	236	55	43	646	3	107	127	197	728	53	391	4	7	731	181	113	10	439	195	3	70	13	0	316	63	220	1466	14	58	27	434	4	12	202	9	10	103
26	171	145	9	10	361	0	47	69	133	361	25	216	0	1	539	103	49	8	278	111	0	38	1	1	232	28	124	969	8	12	5	301	0	1	118	2	2	71
27	250	202	84	53	650	1	107	97	208	663	45	281	7	16	746	178	128	27	351	151	1	75	20	1	253	109	160	1114	41	108	32	352	12	22	197	12	15	104
28	662	498	263	1414	2329	4	689	216	699	1476	833	638	13	70	5622	1198	2063	97	563	246	13	116	44	3	619	2979	1275	1247	113	328	239	924	9	94	286	70	48	208
29	525	364	107	362	1260	2	271	167	405	1087	260	540	7	24	2048	399	502	39	622	242	8	93	31	1	517	631	512	1896	61	159	76	675	10	30	286	22	19	182
30	115	118	25	42	260	0	50	50	93	225	55	120	3	5	383	83	116	4	143	72	0	26	3	0	123	116	125	489	13	25	12	220	2	6	88	3	4	41
31	889	721	357	1701	3066	8	920	243	880	2145	1074	861	35	96	7399	1696	2853	138	728	375	21	181	60	9	813	3725	1686	1815	156	459	334	1292	33	144	373	121	95	280
