"","Lung-SCC::SP56638","Lung-SCC::SP56537","Lung-SCC::SP57586","Lung-SCC::SP56541","Lung-SCC::SP56553","Lung-SCC::SP56771","Lung-SCC::SP57941","Lung-SCC::SP57818","Lung-SCC::SP56460","Lung-SCC::SP56474","Lung-SCC::SP56704","Lung-SCC::SP56533","Lung-SCC::SP56730","Lung-SCC::SP59245","Lung-SCC::SP57024","Lung-SCC::SP57933","Lung-SCC::SP56754","Lung-SCC::SP56827","Lung-SCC::SP57084","Lung-SCC::SP57538","Lung-SCC::SP57735","Lung-SCC::SP57669","Lung-SCC::SP56566","Lung-SCC::SP56569","Lung-SCC::SP58342","Lung-SCC::SP58349","Lung-SCC::SP56644","Lung-SCC::SP57629","Lung-SCC::SP56941","Lung-SCC::SP57619","Lung-SCC::SP58245","Lung-SCC::SP57251","Lung-SCC::SP56502","Lung-SCC::SP58668","Lung-SCC::SP58101","Lung-SCC::SP58991","Lung-SCC::SP56607","Lung-SCC::SP58326","Lung-SCC::SP57267","Lung-SCC::SP57066","Lung-SCC::SP57901","Lung-SCC::SP57651","Lung-SCC::SP57450","Lung-SCC::SP57846","Lung-SCC::SP58612","Lung-SCC::SP56821","Lung-SCC::SP58882","Lung-SCC::SP57189"
"Signature1",2309.34057569239,2762.87458035478,993.666360119707,2500.86507818779,7135.00164919017,691.238607077572,6970.41589390057,3298.00284372615,3468.51304642891,1473.65645210943,2615.90237525569,2546.91889934291,2578.70643688659,11716.3092981901,66.6968415959092,4885.37166489881,1381.84311284202,9773.99678272197,3236.48345976635,2332.64249571761,2776.72786197819,5687.23594471016,560.304892886057,3978.82284958636,3201.90772739535,7316.20060454713,1370.34246834118,1075.62384653119,1.53542064283713e-10,4183.96230864371,6.82791505964314,4385.63640801305,4345.34697224046,2443.95947180884,3393.56128227289,809.742975444266,737.034247609092,2354.23767452428,6878.1861053242,2047.68746604355,2273.65996343213,1013.05948867187,2.30138296142697,3967.32149570509,3326.5449058064,1838.42955107607,2610.64456630933,7339.45980078206
"Signature2",2077.42105093719,3985.27015133695,5889.6219320986,2098.95878219677,1031.88059625583,4723.68575681593,2120.64603321952,722.214452616208,2430.46796878253,3072.4197337012,5281.08314805741,5002.08125132344,5709.89369093135,11.3767815936915,4651.52527307851,1426.91721322346,2501.21227664893,1748.78384655294,4920.95595429324,6640.98214273388,3424.48990444814,2431.72927491944,4.00763039036853e-06,2654.30733637319,1603.03313079154,2896.61937381356,5755.57074536149,8937.28891234452,817.528863812898,1551.3032241625,3791.58077896333,2613.16316543413,4448.08108652809,3816.36635563842,3927.11092043894,5297.21474153827,3319.2900143809,3382.98598584437,3789.6187105645,5699.90151310126,4713.38496847406,2713.57442728081,3195.99309130684,288.343882060528,6063.78257953332,3293.62446264049,6440.04531015581,35.7779094788059
"Signature3",3239.55042115907,720.796030887023,208.570446794439,4038.08428599274,18402.0983125991,1691.52227144486,884.948408926497,1762.31386260561,9161.7383666645,5260.79891925894,495.892460266654,1070.64753286513,3.04817216262504,11289.8546420111,1525.00827252946,2910.12707645196,3644.2307093087,1773.36626884181,4476.52541600503,763.313730712407,2156.3056745988,7.79291846218106,11376.7265742102,1251.26271040477,3422.04088635698,1857.91563982995,3643.31925164569,1608.06990450717,2906.12467714342,653.93745288784,1900.83627009314,5489.86813098739,5245.94993359553,105.846261435928,156.15988389948,1235.32761912486,931.938478763648,0.144645272987888,1904.32396159501,776.41094251609,893.488142253439,1869.51765757907,8462.61267553139,14364.1791279913,2135.97345921966,372.839000936294,2197.92910222426,4104.98665116162
"Signature4",1142.20807289533,108.721342336982,6331.78190795221,2661.90181640881,13125.9482649099,122.315670199995,2093.73869828857,15.2247255524102,1968.7369372136,5147.17319693864,9607.13839014614,10.3386186912121,1544.70555274089,7167.40381850948,580.625316545586,8943.87473257812,902.920372115723,4186.60460196242,4304.44219122254,1942.33945903927,4851.77017542018,3780.99258814623,12.6611996853386,2428.13990319471,1144.94538497435,9252.31405625306,6897.72091538408,13.5170737282448,56.2198419333567,3120.50714076382,9806.127490617,3209.24569018738,3290.35148692825,7528.39217695205,3925.06753659679,2917.74645971933,972.654250730903,7574.30304606468,57.3743771754149,3402.0814174727,2334.96585136079,3040.13174942694,2930.53589390477,1117.4347884533,409.665861902602,1273.16497893595,7.06396751959754e-06,4444.5232292179
"Signature5",1036.6179178826,2818.3571182681,1897.82284909007,1861.56503003066,1210.78836440079,1385.16163758119,2599.86502719173,42.1854848352774,209.006431862898,1082.43750239138,602.229421743478,1472.52870917785,1614.88947455734,62.1479850481492,1767.60574170701,2470.87384906949,2597.05663311526,2002.59490797369,1516.12456865063,3370.06854308762,2883.92080626801,5381.47689530452,1.37932195023035e-08,2733.80995128356,29500.788568069,3416.28667706409,1134.89628825186,753.596906015864,324.434353683365,4056.98746107634,5157.09783724396,1578.30749395807,1444.96787434384,2851.93986683409,3985.35559809151,1043.02213687861,2009.24379962574,3999.4619113015,3160.30931726019,1859.23516901022,2696.13252151488,1683.66342666357,811.457556819646,554.654138578355,9463.5337465265,6209.55698723455,2546.32773763087,5008.21775008066
"Signature6",4882.81576723688,8793.80296790495,3272.29601919161,10017.505478979,219.243997322976,511.626135697095,28533.1583195502,22944.6036849946,187.408490970274,3.70565183049816e-05,2031.91685635712,1362.45609287561,1888.3122839689,34.2966270197583,2824.57242679775,8347.89039647601,4437.60884920769,8001.05674050451,1833.64686042234,1281.86303056989,3642.47113204458,9159.13600775828,139.067527982652,3370.84861404297,8916.27639308102,3397.00318857467,4537.04553976444,3863.95274367313,6.86993014641239e-06,13621.0829179966,3242.37699379378,37.2551915428218,3782.63297347986,2729.48437251816,201.299956524514,1284.29454561226,1204.5660087596,11816.3298188529,6437.90032645638,10822.9662421193,2903.71540488513,995.955075122941,1719.15766687105,633.871647161341,2203.43113248729,3408.66689306044,2.37497625420909e-05,24268.087563768
"Signature7",4334.50702290957,2612.5909127223,216.962857798722,9819.2455563321,63057.1055913142,5.47218236893356e-08,3577.52770494932,5593.686956957,499.041349822322,2163.2989332181,371.347103590941,799.038058723054,1860.35895417497,5540.87803340135,1379.51663023205,8634.46943208554,3826.36644315781,4167.42635236556,1075.00702865863,5409.68353960698,5099.79518311719,2822.49777100835,4415.19162203383,4388.53494341895,10462.024103873,1.41924296256418,1615.34180055081,902.443113319635,1265.67523588642,3451.14964754746,3811.02731156524,4392.25903293122,4244.19735858118,5208.44505096746,2459.59596419038,592.912942195688,921.596151943751,3136.46356617351,2862.83721503739,3933.22946807533,967.081168689977,1183.70842874749,6104.19029819071,9066.06098936075,3.842480859081e-05,619.448329118123,2363.26540061179,11909.6249538107
"Signature8",9527.04471477537,1627.52705674734,8074.58904431722,3297.86344120998,18632.2414152623,0.00116419574652319,12277.1621749425,7502.53354738721,9.70176186585443,1.52156681590811e-10,12070.6686748577,1259.41830116912,5594.57781065524,3757.32535864427,3138.64419610241,5028.32308733081,1696.2211780325,1219.3914802091,6220.95904695676,4420.54302742066,3777.40456181754,7153.0449688249,652.874507455736,1524.17754667459,6179.19833782456,1939.02945903891,7475.0922699344,30.688535392638,0.0170206699938943,4328.70219342164,1508.51853279082,6986.8824734007,3378.58925651851,20526.8541439801,3655.20722896967,4179.40730064387,3476.81026720405,13295.3832957276,2728.9269423425,15432.2141528915,2406.04650725748,2765.72590349409,628.341567210812,11157.897581486,131.596642406948,5357.17057252863,69.8674629650696,14646.4751152207
"Signature9",2749.41982993094,6668.37316302221,1654.8835977779,5219.25237279931,1442.78603660892,1385.3379213272,7187.45055636667,1371.19669707725,3687.74211936189,1.52156681590811e-10,15824.2359385868,2363.94829191912,4811.64505420582,9427.99813556984,2006.09325880024,4056.90278367647,3316.75267288432,8963.6963257376,4949.87932416514,4194.6594943088,7570.08847084009,2114.37017289456,2434.92196995768,4356.42072555421,2671.07761300559,4690.79695663301,7273.56678153203,44.3605327633919,1.53542064283713e-10,8580.531111035,19646.4710208315,6332.54218335207,7665.15167617379,3158.86346453598,8274.28864616754,1882.00789375099,1412.2792500114,13443.2639091351,9473.35782193763,2651.16053361396,670.747637790385,0.921828259980831,6.8757071998472,4902.05861499788,3871.90778495373,2775.42385507637,957.595459504539,24905.0661671059
"Signature10",5630.35627702992,6399.15451669665,4535.55121249654,1419.8286742515,593.636229484189,1432.50905684434,5089.02573814907,2260.96150612097,2444.71809543379,43.2150063705197,519.035947368903,3964.86619379837,6090.9346250326,214.837684702306,4032.62209792277,6193.73436149952,3969.66439606319,1053.35785256564,4394.33014192488,9589.36433773019,4723.44059736216,9967.63010185923,133.9447037773,5665.56346811581,765.747020936112,11004.5358365593,3499.67140765716,6278.30997164695,1.53542064283713e-10,5753.77560604496,7605.89720135361,8355.9589510917,3122.94523956684,9186.58846730158,8341.8288756189,3347.99927074655,3018.61784185411,7047.70612957329,9116.52082259836,4535.79424675511,4360.77034898399,2915.7397215861,1040.52240001748,660.726619495769,0.290503519012078,2126.10949424568,6784.32432007547,10358.4327229978
