"","Stomach-AdenoCA::SP135192","Stomach-AdenoCA::SP135335","Stomach-AdenoCA::SP135278","Stomach-AdenoCA::SP135287","Stomach-AdenoCA::SP135345","Stomach-AdenoCA::SP85122","Stomach-AdenoCA::SP84384","Stomach-AdenoCA::SP135184","Stomach-AdenoCA::SP135226","Stomach-AdenoCA::SP135436","Stomach-AdenoCA::SP135262","Stomach-AdenoCA::SP135431","Stomach-AdenoCA::SP135425","Stomach-AdenoCA::SP135222","Stomach-AdenoCA::SP135230","Stomach-AdenoCA::SP135205","Stomach-AdenoCA::SP135180","Stomach-AdenoCA::SP135213","Stomach-AdenoCA::SP135217","Stomach-AdenoCA::SP135405","Stomach-AdenoCA::SP135238","Stomach-AdenoCA::SP135270","Stomach-AdenoCA::SP135411","Stomach-AdenoCA::SP135188","Stomach-AdenoCA::SP135194","Stomach-AdenoCA::SP135186","Stomach-AdenoCA::SP135420","Stomach-AdenoCA::SP135258","Stomach-AdenoCA::SP135234","Stomach-AdenoCA::SP135293","Stomach-AdenoCA::SP135393","Stomach-AdenoCA::SP135299","Stomach-AdenoCA::SP135415","Stomach-AdenoCA::SP135310","Stomach-AdenoCA::SP135323","Stomach-AdenoCA::SP135390","Stomach-AdenoCA::SP135209","Stomach-AdenoCA::SP135240","Stomach-AdenoCA::SP135182","Stomach-AdenoCA::SP85251","Stomach-AdenoCA::SP84408","Stomach-AdenoCA::SP84491","Stomach-AdenoCA::SP84743","Stomach-AdenoCA::SP83967","Stomach-AdenoCA::SP105253","Stomach-AdenoCA::SP84998","Stomach-AdenoCA::SP84062","Stomach-AdenoCA::SP84982","Stomach-AdenoCA::SP84790","Stomach-AdenoCA::SP105673","Stomach-AdenoCA::SP85339","Stomach-AdenoCA::SP84719","Stomach-AdenoCA::SP105425","Stomach-AdenoCA::SP84056","Stomach-AdenoCA::SP105261","Stomach-AdenoCA::SP85379","Stomach-AdenoCA::SP105086","Stomach-AdenoCA::SP84392","Stomach-AdenoCA::SP105018","Stomach-AdenoCA::SP84858","Stomach-AdenoCA::SP84086","Stomach-AdenoCA::SP105213","Stomach-AdenoCA::SP105577","Stomach-AdenoCA::SP85431","Stomach-AdenoCA::SP84962","Stomach-AdenoCA::SP105006","Stomach-AdenoCA::SP84439","Stomach-AdenoCA::SP105159","Stomach-AdenoCA::SP85230","Stomach-AdenoCA::SP84922","Stomach-AdenoCA::SP85130","Stomach-AdenoCA::SP104984","Stomach-AdenoCA::SP85222","Stomach-AdenoCA::SP105375","Stomach-AdenoCA::SP85287"
"Signature1",4.62292730403856,2.20818894065354e-10,1.30541099376402,2.169034119952e-06,7.29562934338037,831.094132863327,170.598669168343,758.431468849181,194.103672043391,504.292088484611,243.008591691525,644.680231322633,0.000600197254672652,4.39161635263608,0.000425119800294031,46.241902384957,8.63559218339099,711.867276471588,26.871499614499,959.683133072847,30.0576281187809,822.66500136842,32.2585658289747,1.80197316664568e-10,245.799515824392,2939.58890445915,1530.62219600951,0.00110489652128824,689.372574743481,9.72185798246126,1110.28974635752,3563.83471516436,792.973808098655,1.68822183385461e-10,425.976383881683,307.311963431292,59.0337307433883,607.730866677827,555.311742315117,256.481743453096,345.478720989864,4745.5751675385,3077.89389485768,386.788807046016,1823.90308758125,392.38404601374,455.487653906051,657.52033360841,3641.86095250965,4311.52863351464,0.000730405398343672,65.6310189106776,452.490946581798,2211.14100225683,468.722016973135,723.020018370713,1730.79638743923,3.1122933811078,18973.9847112632,572.395824590393,470.796697293524,58.7171571210032,303.952700138894,454.984821990541,515.021614234791,788.716076932512,111.754336772086,971.615019801559,3711.05679954415,2321.71632971128,626.773305387571,114.816269484073,456.739409692493,1789.09825311435,387.331322694055
"Signature2",1.71785192316845e-10,3689.33448833501,45.5137827327096,398.157682457768,7992.12313033829,257.412324097396,312.681047880552,1.71656593968907e-10,102.02371279867,511.640876644543,203.691975300184,416.605514000821,6935.23266262719,8.30242151165502e-09,3837.63531419946,276.580458459766,1.87007416869358e-10,57.5534392254298,1.81945773093723e-10,1680.88234591806,11.698189906202,62.10734709194,2471.1317002667,1571.45182154972,85.0340715057856,1655.67418313316,1183.69380902756,24.310373444384,3710.14576001951,1.68185817401083e-10,2604.22408574768,155.678358093548,299.792136255658,1.68822183385461e-10,1.77528593812844e-10,1.69194227281926e-10,123.190163226123,321.957295768451,3132.39488078379,0.000111666994987762,65.9485830416059,26724.580355735,17823.1704071368,50.31287630173,1955.84156481104,175.072687786973,25.7472841704211,6405.71766849696,5977.97455107265,253.187339342065,573.455054885118,485.428475688151,522.0817162354,285.981840653105,44.2692547251995,5571.54407518888,1057.62816118338,888.368260887709,2.4284812835549,91.4636153324563,7.88013357954564e-10,17.1605866839189,207.675063157365,28.4410897351928,1.77453618752958e-10,666.505929739029,32.7664164950176,504.035411146737,1.83362762836081e-10,30619.2228941441,1125.14192116796,213.484470171594,1.73603064915935e-10,2019.99108263455,437.278525273284
"Signature3",18.4044708354885,107.789314991313,89.8246551615906,3298.7311876623,0.10364266943494,11997.701650986,9108.08432160948,224.979033138188,337.646849992816,471.592205484388,1215.11032370431,0.987561074226711,153.325298293058,2171.24911299736,1129.43902235604,439.418544690502,6.94124818282584,568.643576126944,11.7075529118937,738.357656127607,50.1174059262432,2163.93223855077,216.538307888235,1435.24930096096,1705.93279770442,54.4818262828327,1383.33150556561,282.836083482789,1015.00991729111,5.22534663652594,1325.84246403736,727.780823140838,237.341550799486,1.22152602828994,223.991759940744,104.288648866893,759.936085108309,1285.38894768696,853.037621500596,1169.28638981268,962.176257374446,657.361355262049,1343.57637709494,1090.71037812985,1027.18917432396,642.32444380406,490.160801983835,3016.08216649025,1485.80707085368,421.752841435328,558.016437558572,1049.59291053099,884.257752142371,284.178020035829,836.73649535106,1120.87009194544,1958.24793083691,5108.81633454208,0.1332980165637,1917.39027737446,552.166279746953,829.272037176993,1401.0076456453,312.372825791168,1.38686100739977e-05,977.966678832711,2102.39912267102,785.787989035762,5.32733281108867,0.0161901957915357,2276.68690986295,3563.67088796368,925.582164057563,741.693692791786,732.511614737922
"Signature4",1.71785192316845e-10,0.0034873742676319,149.451724223986,0.616020785900068,5.56578811868496,6470.25807575548,12941.2070525957,31.4119604903373,103.86896004221,536.644945910135,259.285696864997,676.252700001445,0.174086345696335,258.895922409998,125.120495636032,22.2005873411944,7.3661592153849,206.666605981286,2.32268136207729e-09,214.135208040511,34.4564166313556,360.149698598252,217.75287694832,4.97871808008817e-05,155.68902453715,358.741648543029,232.171332272986,80.3806330207131,445.401669706341,1.68185817401083e-10,428.658332563875,756.198526914371,13.6827409098453,1.68822183385461e-10,104.381620025127,100.906361271512,117.658910709569,252.017526571703,923.134672096342,77.4133651154291,182.379684668894,826.216852839756,613.585326467826,33.0774702503851,633.476297108845,170.960900626721,60.941558162703,1206.9343355677,573.078109618055,13.1449865614698,0.312056201084781,77.6487513159638,194.179141520948,372.733247681566,129.899079355983,505.538331965593,1.75431618118357e-10,27103.0740335331,1.17009549410969,363.923430269185,78.2155897029055,72.5902040617553,161.849629681341,191.871231236204,290.742226510301,170.613321704215,67181.6756276425,373.724829926579,211.073088013725,624.681058609097,399.828905564757,1.80400835834406e-10,1.29147295613877e-07,566.291379749803,152.233052230656
"Signature5",1.71785192316845e-10,323.112357577395,1215.27344645912,893.591330518579,1532.79710968724,631.179688664076,1135.44379709347,47.3093806012196,3.24060505601796,459.517060910062,1023.7368341074,135.014084518213,18654.9044823658,422.692082383561,2172.80826187776,739.322798300745,1.87007416869358e-10,429.059579405563,5.10264047834993,1460.00769974033,4.85525972762259,197.860337278009,1.53541763468911e-05,1628.18345740222,93.4243832855652,4896.71657392722,4019.27363693733,302.374921749029,5035.16366039676,1.68185817401083e-10,2136.58271358877,530.988452351007,1.7753622079725e-10,1.68822183385461e-10,9.2049911717969,863.311247257224,202.387403623325,409.366281905751,5182.15435651438,1.45334441365238e-08,106.247417184297,5490.91785078512,141.632938116939,321.151864294324,1496.64898453492,252.788207332847,53.4225720507144,3809.67317932281,4720.19735741904,716.891589120744,1218.4264861733,1077.64587370453,285.785808980725,220.772535183573,164.485507469878,8770.32444261152,983.594379881403,3154.46642673794,1.90243235067315,347.81242692053,94.6836746117508,45.8418225519067,224.846344841995,62.7076527894814,1.77453618752958e-10,1453.64554505389,11206.7674121934,1.77863414618981e-10,76.9224644585091,5185.89998880524,719.131510806329,229.858643884857,79.7151447102967,823.671428518558,728.928874804153
"Signature6",0.00256293139091916,267.347506780613,1.64671629800389e-10,1557.91048315483,780.793931472611,9.49204999186252,26813.6469300463,1.71656593968907e-10,99.945617734393,576.72321095199,228.011181038475,780.82813467605,1390.46800854842,50.4447695457526,264.761481228277,93.1745187807751,4.68116857987678,88.9468226224627,1.81945773093723e-10,713.661506181739,1.56496570968632,1.79404103425437,488.800743318586,138.371791202013,309.956288477828,712.981549655518,324.94973534798,57.8851645529628,10.9662586166288,1.68185817401083e-10,3.44774139849883e-05,6.41424573289422e-07,88.1601900764659,10.6554472926258,1.77528593812844e-10,156.737785438999,52.7154030272198,40.7507471632429,1730.21763871215,161.927054514244,150.848005603069,1479.54293317507,16.7575797329241,56.2855547958305,613.768871318757,18.3118053262965,1.7723918016378e-10,10523.9014350738,755.224971831751,434.505480805141,1.13322503213423e-07,177.704027316013,414.227748347718,248.3270103753,165.435482147113,2.04925796534834e-10,1116.999422518,78.5309245238606,1172.11278601249,0.0689102658727767,124.742887779719,270.936595359091,133.033340766735,62.736676577969,0.309779481442326,92.982917356072,23030.6817584668,96.2886479780427,409.982004204183,2369.65169829097,113.217134497553,174.474496918247,4.30991638666823,526.097149757391,211.052060308984
"Signature7",1.71785192316845e-10,507.122753265357,510.642837283554,2878.1241669429,127.591972606495,2.44228766153619,1.43496264448581,698.3800897727,198.122540742117,1323.82630941073,1007.87904621959,3459.15211964177,0.0174565111096502,800.351301860924,1199.16093419282,778.867905748383,1.87007416869358e-10,664.868212299345,1.81945773093723e-10,1485.12494178664,115.357181643084,730.956322147113,1017.2155527372,2.66735225744592e-06,3274.95727071671,1507.94684483465,1244.44346708925,374.27955294149,1199.99260377595,13.2700313937528,1272.95051597978,2255.66651987085,1263.29946838697,4.25664376994078,83.1353264686609,806.423708446749,882.137020720374,1234.40452894819,7999.33176084649,694.101369526771,3.00156491970999e-10,1885.38714589364,85.0843266609176,186.970320023661,1849.61178579646,856.721452681972,0.379246536557633,1316.39789910907,822.703487000352,336.934508604494,0.0192350089208065,326.710968442082,1036.89561252448,0.263368375213661,1.79893464850495e-10,2229.03575107507,3935.65264659213,1140.2723176139,10137.9784815952,1528.04316517958,410.938331864219,1361.30912224269,110.382316922542,1.73854661149935e-10,442.004939280898,1075.47317940783,440.487862712076,804.822507605623,1.83362762836081e-10,831.282712874384,618.681739000607,934.977519527111,528.888061490755,1395.35187616351,749.262388965112
"Signature8",1.71785192316845e-10,69.4753650568896,1.64671629800389e-10,15627.2081045271,7.7732051579777,1075.87857541498,26286.8991555371,2.6209349311572e-06,33.1548175092909,165.979011613307,139.977875508952,44.5531250768288,230.19657078804,282.919380909496,311.088406817323,55.5965998054613,1.87007416869358e-10,142.772414704111,1.81945773093723e-10,0.00213723772679618,1.69073707494581e-10,213.060830527571,42.4417462285946,4.55849818085096,3.10312677703591e-09,19.4112103561937,74.3800991863437,1.6977673348195e-10,174.588755751025,3.7161216741508,42.9433064601677,1.82173134766748e-05,209.002001663437,1.68822183385461e-10,1.77528593812844e-10,44.8855332892038,1.66150461519274e-10,224.469439198032,246.744135963445,204.876342823017,46.2028370015065,634.267249366608,21.5751655741573,48.4671990981584,1.5308440007971,64.6671715257894,79.0526438166138,11674.9725178868,0.0313667375506223,162.974747440697,0.522895467704107,198.124669932376,356.519825125505,230.707598065682,312.165871374854,1.82551570410494e-09,377.02613898465,18866.3001402885,1566.55528736764,8.8466927553635,5.70587507721107,313.062019980396,305.220530487433,12.5051075474389,22.3744929966245,277.299946494587,63853.9433850453,36.5312926993737,276.570926761167,226.979960797434,0.0635391169570983,142.542217264661,72.2438286288816,2.80849703807611,188.720138877523
"Signature9",14.5015172304002,1.64841912592439e-09,2.01916639902032e-10,10760.0959153083,135.29168815489,27875.841548274,2420.82301265162,4.93284218096891e-10,222.434244363566,503.277205905627,1.72520448562214e-10,1511.24021449271,475.874829839774,221.336941271758,2.00123725966693e-10,15.1014602382018,1.87007416869358e-10,1.75670309286821e-10,13.1119039187748,15.6079721731675,1.69073707494581e-10,200.019535325316,256.652962116675,1.80197316664568e-10,212.863149958713,427.524957289322,360.494478185894,10.9826052961069,0.331468405554449,3.05316565394221,41.0179837639628,575.288807914018,197.775015874473,1.68822183385461e-10,109.166440091804,1.69194227281926e-10,1.66150461519274e-10,296.474863899633,3384.54194432947,124.946648967631,101.004211827146,87.8450127190973,702.751310149034,34.6912215081532,434.291857929881,170.63845705631,4.28183963053965e-05,16245.2537805335,543.839701601744,17.8078926959778,222.137082538402,706.863501253694,409.004752866485,373.583580593291,69.8709204895958,418.969599048097,205.193474880032,28578.2381019322,2284.12389420988,346.84031279807,398.624227825224,174.533156454856,268.975663660907,109.32588150445,281.73123455734,1.82074825032377e-10,11363.7032844374,251.637658911093,486.29857841547,676.925897701991,287.280962511387,305.514761619854,177.20947344596,1736.8213475301,602.28130107227
"Signature10",5.43577707597439,122.654325234316,1.64671629800389e-10,1588.71059483845,440.725533707963,0.0154526294216419,2350.68643192171,269.688210928583,340.758860226003,307.316542218579,9.23389710210215,1176.74247457298,1062.80027769915,189.759400264374,2.03798313488701e-06,103.244142646721,1.87007416869358e-10,627.415312527806,7.11830816744971,151.810008985577,1.69073707494581e-10,616.654242940909,1.17491982517604e-08,341.085504924385,287.512027721674,1051.24161601118,76.7100061464216,66.2939113281765,279.259522357225,1.68185817401083e-10,532.454872184168,946.261600606172,318.149726661244,4.54609541361143,232.587285556534,120.625351130609,2.64770346247861e-05,783.652750667938,1.09639526982777,34.4563873857384,259.7759242432,2246.99274827301,715.133776604904,4.81222391435778e-06,598.132042513107,0.0270889647969217,226.703409451705,715.408859741405,711.224863609093,649.191819151521,280.229086512007,0.00116803670776854,464.657980344474,576.853609638383,0.00136378083601838,2.04925796534834e-10,2893.88235708986,4531.454592556,24.9732234601915,165.145750124587,149.195115735388,1117.94133808059,86.6257115667132,446.699084716377,65.6969986249372,715.280541610607,63424.4967715123,1.26367770603646e-05,457.131084288091,1324.23235707327,609.386748131933,631.405390747756,169.052032537314,296.342932387273,531.197281907982
