"","Skin-Melanoma::SP124389","Skin-Melanoma::SP124362","Skin-Melanoma::SP124394","Skin-Melanoma::SP124334","Skin-Melanoma::SP124339","Skin-Melanoma::SP124454","Skin-Melanoma::SP124380","Skin-Melanoma::SP124273","Skin-Melanoma::SP124357","Skin-Melanoma::SP124399","Skin-Melanoma::SP124311","Skin-Melanoma::SP124355","Skin-Melanoma::SP124434","Skin-Melanoma::SP124428","Skin-Melanoma::SP124449","Skin-Melanoma::SP124298","Skin-Melanoma::SP124431","Skin-Melanoma::SP124396","Skin-Melanoma::SP124409","Skin-Melanoma::SP124341","Skin-Melanoma::SP124353","Skin-Melanoma::SP124278","Skin-Melanoma::SP124376","Skin-Melanoma::SP124346","Skin-Melanoma::SP124439","Skin-Melanoma::SP124351","Skin-Melanoma::SP124406","Skin-Melanoma::SP124323","Skin-Melanoma::SP124391","Skin-Melanoma::SP124423","Skin-Melanoma::SP124382","Skin-Melanoma::SP124415","Skin-Melanoma::SP124436","Skin-Melanoma::SP124460","Skin-Melanoma::SP124425","Skin-Melanoma::SP124456","Skin-Melanoma::SP124367","Skin-Melanoma::SP124281","Skin-Melanoma::SP124377","Skin-Melanoma::SP124412","Skin-Melanoma::SP124333","Skin-Melanoma::SP124359","Skin-Melanoma::SP124286","Skin-Melanoma::SP124329","Skin-Melanoma::SP124326","Skin-Melanoma::SP124458","Skin-Melanoma::SP124401","Skin-Melanoma::SP124264","Skin-Melanoma::SP124384","Skin-Melanoma::SP124403","Skin-Melanoma::SP124462","Skin-Melanoma::SP124271","Skin-Melanoma::SP124336","Skin-Melanoma::SP124452","Skin-Melanoma::SP124386","Skin-Melanoma::SP124441","Skin-Melanoma::SP124418","Skin-Melanoma::SP124291","Skin-Melanoma::SP124319","Skin-Melanoma::SP124305","Skin-Melanoma::SP124447","Skin-Melanoma::SP124344","Skin-Melanoma::SP124369","Skin-Melanoma::SP124348","Skin-Melanoma::SP124295","Skin-Melanoma::SP124444","Skin-Melanoma::SP124365","Skin-Melanoma::SP124420","Skin-Melanoma::SP124364","Skin-Melanoma::SP124307","Skin-Melanoma::SP82445","Skin-Melanoma::SP83242","Skin-Melanoma::SP103894","Skin-Melanoma::SP83382","Skin-Melanoma::SP82451","Skin-Melanoma::SP104330","Skin-Melanoma::SP83312","Skin-Melanoma::SP82614","Skin-Melanoma::SP82431","Skin-Melanoma::SP82459","Skin-Melanoma::SP113197","Skin-Melanoma::SP82532","Skin-Melanoma::SP82636","Skin-Melanoma::SP82796","Skin-Melanoma::SP83482","Skin-Melanoma::SP104530","Skin-Melanoma::SP82429","Skin-Melanoma::SP82644","Skin-Melanoma::SP82988","Skin-Melanoma::SP82461","Skin-Melanoma::SP82900","Skin-Melanoma::SP82399","Skin-Melanoma::SP82756","Skin-Melanoma::SP82836","Skin-Melanoma::SP82417","Skin-Melanoma::SP82471","Skin-Melanoma::SP82435","Skin-Melanoma::SP104056","Skin-Melanoma::SP83083","Skin-Melanoma::SP82433","Skin-Melanoma::SP82780","Skin-Melanoma::SP83019","Skin-Melanoma::SP83099","Skin-Melanoma::SP83146","Skin-Melanoma::SP103866","Skin-Melanoma::SP83844","Skin-Melanoma::SP83027"
"Signature1",8325.82405360889,17179.4349622339,10620.0182791451,7116.20515507839,1.61216042922849e-244,2586.04208690331,8083.23737363792,0,0,1277.86193594609,1.57378738633623e-10,0,1869.06467572384,28520.6276303814,1283.6639585125,84103.7637568827,4825.76493019512,107.116563160562,442.231281452112,0,0,0,93.9957478282404,0.000238213867072825,44884.1408716402,8.70348126686442e-36,0.000188856602685622,0,1.67633111518112e-290,3100.58291563401,77215.6230690938,2966.76139776438,2563.32020843777,6256.42751189745,3069.09959745881,105.178796538083,0.000296793517445497,0,1183.66817816056,8.40825579046049e-08,2938.83652585584,0,3.07646373664202e-95,923.364113194442,3260.49599395761,6086.15324482518,39689.0423718448,0,2.02479116606596e-08,5.07871431374829,1301.85731312787,3.99518984603677e-71,0,5165.09050323019,7398.10786600587,0,9.91407824724708e-05,2.85038511521206e-292,21206.3342020859,6980.17087749268,2530.1143857693,0,18718.4324343831,7.29881667833306e-198,0,1.12253483940844,425.471586322392,4760.7221837053,5603.82120817851,7528.03081764666,7959.78915358029,1274.85553390001,149.467202262582,2988.31810974264,246.213823656392,9.69023751629848e-12,1477.10049892572,4875.74392029188,1148.20255036215,4999.37490713735,0,54822.4495083429,0,1397.47324142714,8.07063769097699,3068.11246176805,2.14420951399179e-10,14631.6707634727,0.652289676906923,4190.07996396702,41.0363115249631,737.927910600675,2.69162891769899e-08,856.429082950754,8326.86152594745,0,0.02671029435301,4845.74475678175,5150.15777085299,85.2185154062546,2147.76752107688,3886.13181791563,0.00214108662109821,1117.8779234393,3784.08124868646,240.03589003304,2.2558292142056e-258
"Signature2",0.054555660812864,0.00290656063333844,7.30738646641979,1537.03160076385,8.37231696073711e-109,0.00290605076669715,21328.3077687362,2.80447804981874e-279,2.91167102797017e-192,60.2192288086179,21618.1734766975,1.07169195643342e-296,712.550858055413,0.000104821991671861,5.87490464881024,19294.7576845981,10428.7065251175,1.40061674140673e-07,0.143954496912743,0,0,0,1.37863357103674,5562.20388477194,9723.7475076356,178.00813719732,7.83775813606422,0,9.3656540112306e-197,0.000105399835676792,7446.11596901534,0.000879707121290674,14440.501333377,0.0237050498021838,8109.52596454638,10408.7934850798,0.437523444331984,0,9006.94029623765,8.77669427301453e-11,144.127770538168,3.88628799633646e-234,2.13276569064818e-44,583.340120958952,0.00169681507146803,7591.46918688849,70176.5878833474,0,1.18925931927004e-17,1377.27407575306,95.2099893403858,11.6207665085813,0,7333.24927742019,272.697017636944,0,158.782004519648,4.35652784326427e-162,0.136551234549726,0.0296496978569812,20932.5973146292,0,3086.46163948758,1.78899594453961e-120,0,4.91364318398714e-06,1767.09138417463,423.193200216992,3.62863481761163,0.183271058207484,8.76244669480597e-07,1354.72221800044,14685.7403435801,52.0202272669134,176.748676659048,1.31687515707276e-08,2850.12997216626,4797.92521129319,22029.4283017779,4775.63251931104,3.42897853550567e-295,65880.9599518927,1.72604554493469e-291,557.091456369507,16620.7250108265,144.197913159873,0.0265270450886538,18.7578120762095,0.106339268357253,4259.63980377284,26482.8052656361,5672.75505536134,2.79373873548578e-09,8163.82620606958,1.63833203273539e-12,0,0.96737821628941,1120.98676465073,2532.19967302544,0.211399425595212,20.1424465927206,10.5328837567903,2.67235550371652,0.000208214762032836,4092.41194103312,3619.51285760054,1.27563667425756e-137
"Signature3",3604.34721633668,6481.60200915554,3722.19310777973,1061.24821756427,3.1728842016237e-175,1174.73978668156,11.7004400875284,0,2.03661561936793e-259,206.961564550886,136.059911046178,0,5094.66226901923,8178.01262388208,5891.24985592772,2589.44866487311,3423.67107835845,1267.16743929664,2457.24847899026,0,0,0,3725.8544767825,9.66458770437063e-07,16951.4201847301,224.446223323661,827.556788357117,0,1.55296487479126e-268,1808.26738277759,12206.0495951404,415.663991267097,78.02976903641,1652.20397522184,36.5274262745937,0.0535765655790688,1.37018801841017e-05,0,2021.85438647016,0.000414759504854951,460.003356296267,3.89632773719823e-305,9.8559100702531e-58,986.740561466141,2.03066550398762,6938.1529629394,21192.0337009873,0,5.58034082951669e-11,2.26568591779809e-12,5166.7124754125,5.16929168786181e-41,0,5355.08611452364,4143.06192760336,0,0.000490479955553504,2.36091423962192e-236,568.316770182103,1245.56765133948,17165.8924248188,0,1057.60900906262,3.51761404282713e-165,0,1044.0618235354,111.144186403802,673.869695701977,4330.98678465649,8101.05810414121,172.188879147976,2.26276967297452e-18,593.723624388422,4466.28587044598,4050.94589830672,4.00707549788452e-37,2680.47037685579,980.01840387912,365.150395479753,82.0254442679846,0,0.0645904952200796,0,4043.17460102943,3.65780513848376e-11,7840.19193731154,645.607866237115,7172.9491889955,3923.68133641634,3964.89740527368,961.421865883337,7342.43299124683,4.48936445213791e-14,3051.50057891637,8233.36877260044,0,267.586803073782,42.8202770143284,4498.21512579599,21.1379130542863,348.050850518625,4691.73399554768,237.415220713938,11615.8525060873,715.555816996329,4791.6303324823,1.28943359778651e-175
"Signature4",6587.24978606863,26380.9541680398,5417.09510524366,318.555047849559,7.21752822573614e-201,3172.66095392383,3084.61668741306,0,4.89862210981652e-294,5839.89178392184,7.95324622215042e-06,0,13056.8138656409,41508.4101712336,1777.00226240594,6280.26191776503,46.6241348088292,2399.41013098363,17588.226689677,0,0,0,9829.22692494242,0.00485604366062826,2644.25186412566,1.0150614559823e-19,1.31675615905,0,2.64622858050012e-298,1607.87200845168,3050.87752814836,69452.3156603118,167.978631204791,16263.1329996165,3216.99943516912,1482.28883593338,0.00116665683380085,0,94.1899803624759,1.21350133099714e-06,271.958506745174,0,6.85876000267817e-74,1993.37558252765,4350.03105111607,9562.14199717087,10468.4603485539,0,6.8782286802266e-09,0.000361600023776721,327.979110457766,9.57080900587155e-35,0,6458.13970741559,12554.8763598733,0,143.968550268937,4.31939912069407e-242,4110.96872735321,80.5206985617591,3409.87281723734,0,5977.15408202842,3.47015529926304e-206,0,0.050016582755512,453.496091808859,502.742337435735,12873.7847413592,5572.40209491572,3226.82674486643,2.06904138488303e-12,1113.0625034796,386.594139431714,21.3346406459082,5.15050996594939e-21,27.7562572438787,1162.49659441159,18.8821014635806,22.1946514219296,0,2358.44122285273,0,2401.22075993206,0.770617053427286,0.338721446205339,0.00016894324680665,25457.1557733212,9225.69587740305,8072.52416713336,12687.6905692001,519.112489289513,9.72130956666393e-05,6.15128174032798e-13,61162.9271007155,0,0.658728544654286,2723.71565866669,680.035896190355,545.266153310154,1778.94943199983,16582.6667574085,508.943694304567,21547.0688174652,1309.9642446182,1594.41008500647,5.84926065622477e-244
"Signature5",7509.33565057645,44958.9449804867,20389.0921738833,1168.08608428527,4.55779754070264e-301,11315.9371378748,3680.1881045646,0,0,30180.9536338193,0.0165143624687182,0,11456.55531892,61480.6061035412,2334.90817056536,41650.4959776773,8542.51044101175,0.318220314505756,42885.7800529384,0,0,0,4858.44627069462,8.46558140180165e-32,46055.2546707306,2.62682424053667e-34,724.271702831295,0,0,646.602796256373,85338.7013926559,58071.644169466,31103.9537415101,34789.49358374,6976.93191879066,8766.71471481625,0.000226193321719223,0,8044.05089145148,5.44214266379553,259.422314530353,0,1.38996525810535e-134,7399.3817570352,4861.40835070764,22737.5738745666,101650.547003225,0,0.378287240082459,31.3043304038537,13122.1035560957,2.57499686598235e-176,0,10320.7157039736,11655.1241778777,0,0.0430899072633053,0,41722.8093852626,4722.9498888103,32845.360685083,0,9173.65506797231,0,0,497.167150168086,184.853605519715,3372.32106996001,24798.93903099,18373.3865843716,152932.737393104,3.54377332459240e-12,21193.4012058061,7896.35155670215,46.270334122328,149.929750096487,5373.20983567685,2130.09810540502,164.481803977077,8911.39743140084,0,289.253948961504,0,6590.73477742432,9438.52539026306,10705.467648001,1.88501984567309e-18,32593.2992084887,420.403283919095,11221.3739781463,21946.1138710871,12905.3051750903,2630.18886606981,2487.70978429031,14836.9334110811,0,6.53931556258761e-09,10.7792363164356,9820.80497346666,1490.20030281633,13.9281415954395,9523.87458039404,3.26026139355853e-08,48606.4246386301,12400.3371302134,4091.63465706174,0
"Signature6",103.761203696306,68.2494442598159,1.85389270326836e-17,9.9510182099437e-05,9.26407953096037e-141,2.47040556269717e-17,7963.88978244861,4.02239859222627e-263,2.27713969602862e-215,4231.66919948218,4968.32575294792,0,3520.50691529081,51.100560430447,9.21395254223129e-06,5667.61628292711,8798.78896327327,4.06509955400657e-11,202.53006182533,0,4.60832440645121e-311,0,4.6375466505563e-15,1.1830662671261e-24,49400.8695329216,2.73884661938954e-50,2640.61051617084,0,2.21451421477169e-219,1.23899683920717e-29,26144.6844178354,165625.301083373,82.1420244274315,2553.9712709939,4921.8094741641,307.789828271751,6.07636565234695e-08,0,326.315741125951,5.64381593261958e-12,2.92420863755865,3.65905017310027e-320,2.71789464491879e-87,107.9866171723,1.36887443363651e-25,7342.13163799368,17875.4276558919,0,6.80994756674146e-05,104.034926619168,5.03058878797129,1.05741858092691e-07,0,0.144262035907478,1.21264719742463e-10,0,2138.45174514762,1.16039642570901e-172,7088.45603742555,5.09153613611955e-15,67487.6290615163,0,1.84169794941011,9.84340444183253e-206,0,245.978972538337,265.377717982496,6.49970113042345e-13,4261.06134125238,2.53201140965539,216426.40501425,0.217827650819482,1067.66085398323,0.343382055940477,0.000224702179572192,3.82755690564425e-52,1077.13563993224,3338.34955317158,142564.019621783,9.82649338629046e-09,0,3444.23992670582,1.72808536285043e-288,0.128189363255563,7763.31195090875,1075.64887964504,0.000297042160886091,0.566513469553223,674.386902096756,244.156688430849,20278.8968326675,2049.59484859526,2658.91202605343,1.31558400376743e-41,2.25959448133553e-34,0,2.30494380536123e-24,33158.8774492321,19.1674942175047,2.08124422364432e-15,15.9486596009152,0.750739479581033,117.2547684545,17097.9123969921,5714.74065013408,641.561745085082,5.02236750958762e-212
"Signature7",0.529370715384417,0.468971498604263,1.77724050600138e-09,3312.42378958675,6.56961072793019e-66,1.93311682959342e-30,7551.58093518874,4.07418626295708e-172,5.34956301299677e-125,16966.1132503804,24511.9037943159,8.79451005903945e-231,1225.50275364764,7.0999987463028,1.19331194421352e-06,11475.4287563274,3452.64815711815,2.42875759932254e-18,6293.57064579087,2.16150516233719e-185,3.35852051283458e-255,5.4606043884397e-203,6.91732704617345e-18,4.30718223788741e-33,3705.06276035607,3.40366014913166e-73,4.56421577006619e-05,0,3.01384243195123e-151,5.03462912957142e-48,54463.4289832569,4.66099885325002e-05,42100.8385815926,6567.08381668461,7134.17198577718,268.277635119689,0.000894149758835385,0,5415.32565288326,9.59180802162469e-11,1540.29028283322,1.13617900183678e-185,4.55176967666215e-76,4781.68461434562,1.15183260470809e-46,6767.35799786555,17005.3365487388,4.46242978008488e-228,1.63714234362764e-09,478.987412854266,5832.28383396912,6.8251044001177e-05,3.53163284903625e-198,2190.54039082876,1.42100604475763e-16,1.73653642905405e-224,8770.74011297849,2.86832995647594e-141,206.570690618754,0.00592796590369029,33212.6390660544,2.86365884862066e-228,1805.18007011726,1.56145648916909e-156,6.49273424085421e-291,96.0530150168402,4441.41632621479,9.37582755947237e-07,7347.61300121564,3300.38258220059,6287.33313137526,1.24668134747494,14380.1515237669,1628.50745229803,561.870988792991,4.17376998138182e-43,3572.05251579522,2505.28927364004,50374.5574905483,1365.14195016105,1.70664107997658e-242,3985.66856285168,5.54431243963915e-178,1407.904883071,0.000374814269204401,204.79957486063,1459.40626334686,371.982522061019,4.12845128134166e-11,1076.75584823801,0.000114300141757947,4178.64388600131,2832.23348101986,1.2219173416942e-30,1.0514412743971e-43,4.02570244560797e-224,1.94285785304847e-51,60441.4422773719,6801.5422675479,2.85254188078907e-31,1244.70490593273,4505.59650432958,920.713920115978,2.34580070128829,6400.42099295077,2224.50364019606,5.0166162128619e-123
"Signature8",5.8864792254956e-06,1.96926717911058e-06,0.0022653274207404,8083.16315298072,2.64965293513438e-203,1.14150990322858e-05,15139.370496924,0,1.12696638010923e-300,0.25053686741569,4425.81897128952,0,0.740951541351705,1.21551744937463e-07,1.30831696475457e-05,238.588377824717,439.333073610496,1.39259322032214e-11,2.81009555178169e-06,0,0,0,4.85986792906339e-11,4.38377121506049e-35,17982.2194951136,3.13340311949232e-57,29352.6932967758,0,4.77135623766733e-297,2.29281003285979e-09,4922.37827703664,20031.4492983127,0.000429346121836002,26331.3046798269,6023.88783495729,0.111815297735319,133496.629429064,0,1651.52181229444,1.24867797650256e-09,1.16978974283277e-05,0,4.9708191701089e-114,2.73605819940153,1.04522426866714e-16,1743.33500349598,4165.00103678902,0,2.73735627135096e-12,9.92195801254885e-10,287.23321766766,2.6952195762146e-78,0,0.106504598949154,3.97727986204535e-05,0,0.00401859392275132,5.4081670245601e-256,0.0143757052867309,1.93682594709153e-08,26820.5562466051,0,0.000622043410365695,2.17369560616767e-245,3.08733054693574e-219,1607.47964420951,830.442415435227,7.31755280410488e-07,0.000112328700624316,4.68746379979112e-06,20504.2386477883,5.41108792573039e-14,6958.01275607911,0.0442280032654072,1.76528290360814e-07,4.00528489829279e-33,2360.37280396567,2113.74319385903,87323.8692390348,0.603437983620135,0,16304.599109974,0,53.4761525620692,8390.40306062486,3.42305364792477e-06,2.87050119721212e-13,0.0100191294384218,3.59126604672061e-05,1579.4518142257,18461.3885480089,3490.8702479975,3.10463010430705e-08,2.35586793172343,1.81025025757282e-22,0,0.21668669626086,773.208622723255,677.788789260428,5.98910981437452e-14,1.69488796045002e-12,1455.68030885562,2.75406488770262e-05,11.2274252312534,2718.47085208975,867.01446841262,2.71768127411974e-234
"Signature9",288.664903672306,16472.6288835198,3472.25875607286,9142.96246032201,4.64900624754424e-249,2189.80894914452,2093.53594503681,0,0,9595.79131767196,11.6170566653773,0,9476.47606548844,6049.45139097848,18408.1866198206,2656.93684775905,0.784830281379353,91.5523398832814,25370.1511468108,0,0,0,34.6320553791345,1.81575002934977e-20,34295.242564066,3.79351230840893e-36,27.8355086525512,0,0,0.943662947600722,743.105303841043,287420.596212315,37874.9264344328,658.357377795055,5421.52444415593,1014.68200395842,346.885679494173,0,2445.18361737991,0.00205028467096425,5954.07658775795,0,1.38094070580644e-110,2473.0299501877,1.74718310695645,5498.92185871249,52379.2869053905,0,2.4331764155733e-05,514.109971488522,4985.41875112657,5.96377256827112e-104,0,8836.11792342746,2196.93834556908,0,13827.9881242092,6.32983818516121e-301,12206.0233341337,6399.7434493481,16595.2474344348,0,15686.3098119937,0,0,42.0202260348787,7253.23248684767,3075.30796957739,5617.34652195848,15873.629775369,1602.5202621085,9.1540399881043e-16,1458.90677839206,3726.79774047373,1080.64537852102,1.72879283291696e-12,4410.41214093958,587.866042306514,0.0106403212281261,4392.19819396448,0,0.255356825671398,0,1391.37482220898,68.3761266922894,10193.1194698501,7.28950533389536e-11,21017.2244197826,24.930550499037,2933.06527197257,37861.8391355181,9517.10705847638,110.26761146773,3.97292105976159e-08,720.940004577367,0,2.92319371462805e-08,9894.4340285652,4186.98601891092,1488.5790663374,2808.23894836523,6242.65858704773,0.0163017790387434,90.6600827428422,1542.64716523589,1157.90948667514,2.16754188074354e-300
"Signature10",3145.47848746629,399.09571911133,2392.18494389598,0.0866332719322576,3.00052879058322e-201,97.6568029086117,1134.98533659805,0,4.16587701288169e-290,5860.45913016532,9.91552180140607e-08,0,3178.7224031711,8055.73074703292,2.67652284037691,34187.5455693387,9729.17363854168,58.7893280728029,1336.76202789923,0,0,0,2021.68665692274,1703.43269878955,192.340668160738,1.86531356370265e-24,0.671501420867573,0,4.92295532320704e-254,408.060714695741,60063.5972545542,964.057233670747,0.0482497764115388,2466.93584667008,1126.58604596491,800.408611168815,0.000372149979035662,0,7046.71694145206,0.00211714708247091,2338.94826590815,0,6.12531625309637e-89,148.250399411182,14.3046216901802,14186.5174213155,16400.1687223542,0,3.0960200168136e-11,142.505501177713,12119.2489389245,1.54558590387142e-66,0,4094.95262233275,4801.83837645301,0,6.32715273039324e-08,3.07845894131631e-257,226.334021956005,1802.35747651202,53330.7249887104,0,4573.88696150102,4.98087568243363e-186,0,1033.03304232995,3153.71223693789,3732.55381829668,2736.68375869532,1619.49600552418,51126.8052104409,3.29374665874674e-09,17920.8905386823,7523.49379536371,1622.73267648878,8.37123057565285e-37,4100.7070371252,1667.77200357394,6326.34340240212,381.455875109393,0,26.252740853808,0,4344.78178907673,0.0830526975302215,5307.26881153301,7.31316673690053e-07,4233.74713786023,1587.56289144712,7755.44180294223,8.41471919582499,10211.4732444857,0.000467107867817065,2.38786553641931,14.7780161552465,0,9.35660342118352,26120.6341016141,8550.62149302496,0.965521149288055,1562.28051708453,5355.85532422107,910.106911965239,37720.938557714,3404.90172175308,4164.11254992266,1.30928423754157e-208
