"","Lung-SCC::SP56638","Lung-SCC::SP56537","Lung-SCC::SP57586","Lung-SCC::SP56541","Lung-SCC::SP56553","Lung-SCC::SP56771","Lung-SCC::SP57941","Lung-SCC::SP57818","Lung-SCC::SP56460","Lung-SCC::SP56474","Lung-SCC::SP56704","Lung-SCC::SP56533","Lung-SCC::SP56730","Lung-SCC::SP59245","Lung-SCC::SP57024","Lung-SCC::SP57933","Lung-SCC::SP56754","Lung-SCC::SP56827","Lung-SCC::SP57084","Lung-SCC::SP57538","Lung-SCC::SP57735","Lung-SCC::SP57669","Lung-SCC::SP56566","Lung-SCC::SP56569","Lung-SCC::SP58342","Lung-SCC::SP58349","Lung-SCC::SP56644","Lung-SCC::SP57629","Lung-SCC::SP56941","Lung-SCC::SP57619","Lung-SCC::SP58245","Lung-SCC::SP57251","Lung-SCC::SP56502","Lung-SCC::SP58668","Lung-SCC::SP58101","Lung-SCC::SP58991","Lung-SCC::SP56607","Lung-SCC::SP58326","Lung-SCC::SP57267","Lung-SCC::SP57066","Lung-SCC::SP57901","Lung-SCC::SP57651","Lung-SCC::SP57450","Lung-SCC::SP57846","Lung-SCC::SP58612","Lung-SCC::SP56821","Lung-SCC::SP58882","Lung-SCC::SP57189"
"Signature1",5748.20585321125,4066.60074442132,5027.01756931668,0.00136260490261106,2.03294165123044e-06,799.701969032276,485.535261982335,9.715794360884e-24,3208.68372362449,1.79969079336209e-10,456.697847481259,4095.33263319692,7273.03400500501,2253.14407867494,3664.75738850547,6039.8929094937,2995.16559678697,353.12083198235,4731.57981397624,12461.0444698418,5588.77877856663,12441.9982735483,5.64757295335683e-20,6675.22356070476,1328.56312019895,16112.6668728566,2279.47501664846,5149.27491234472,4.94028240131844e-113,4102.12111784896,9979.52309508295,12147.3289253918,2644.5632590379,12389.9289501646,12000.1406896194,4224.01435236939,3384.03050276051,4083.02671329724,9499.51913614649,561.646718620286,4886.59936456845,4129.76005553327,0.000396880523803487,0.00500812493263676,0.00126101803542454,1540.65608552597,9678.7451950921,1066.8673645105
"Signature2",4143.61445459594,8390.05100499369,3520.38016155942,2392.80057684516,0.0296566970752727,169.164660929667,8599.94501299971,6459.99921723455,4544.07479632337,1.52399926358496e-49,518.977920151178,2308.44744448269,3053.68842728806,3144.54438885905,1977.32321513594,10846.7515080996,2974.31577460128,4747.17528868591,5475.03307700706,421.990692419381,1804.68010478386,4712.8420099876,258.815336280645,3497.8074004937,6.61523653855642,4564.13773650637,6881.4150069906,8453.13327641674,2.80346321525384e-235,7371.54007032889,80.4698568416338,4892.92773819239,4190.20646441465,4325.81376175998,96.8361370446124,4211.50652389274,3113.17104644829,8243.09236675723,6248.53478928886,11384.7842807078,6413.52559043081,283.917613908385,2.36723015827366e-11,158.718776766223,29.976019693456,2610.80891470764,1.7644180010887e-11,14020.9994130483
"Signature3",9079.18954524083,11507.416761201,1896.97123554263,18115.3281118243,0.0476982840160163,4.49275568785039e-05,48992.7268865472,37848.703552063,4.99719769005651,2.07407162639974e-66,9875.77611450113,2690.2391524537,4408.21398417152,5616.98131259199,3358.42291404612,5332.49182199934,5965.21627848428,16667.0816051047,1667.60926597196,2538.44182736843,6677.6264880559,11632.7678306298,150.280925067791,4513.77546721688,6.27699442021492,990.326099770006,4869.4661299329,0.000306575743393725,2.33362674706911e-278,21066.3612770019,6715.55878322357,1792.4102423844,8060.03146087856,3353.79002754588,1921.19047416119,9.86682941499955,165.905504408924,17690.0443158474,12688.4663260283,13306.4576798739,69.1720907338171,3.86469681420368,1.60290406502211e-13,6571.69801778617,706.136987942668,2871.62173513795,3.53806744392483e-15,44197.6018436897
"Signature4",1160.80716215638,2730.70690123618,4964.05532260832,1650.4340281102,881.789126026992,9.30128183521928e-22,3929.31267423394,2.94797257334823e-05,2543.17650296891,3.48384898516717e-06,8787.23426266727,43.139807933474,1919.95153031797,13409.5023859888,0.090232756339705,13639.0620579913,1252.88458818266,9135.11162482901,4780.43636410284,2731.66711737922,6044.78172529176,9440.70284836593,3.71838771751221e-29,5561.84635024905,1134.52072572865,17968.9604795743,5779.12708848893,3.21526145506257e-13,1.2673765163725e-232,6839.08545729057,12770.579295954,5721.44197703751,4215.863235571,7370.28265759216,7883.28822268255,1686.32595288645,313.585885281087,9701.940609785,6206.74146916104,1339.47849817809,2860.55055160982,2364.00169705966,1.1853672168443e-08,0.061110787165953,0.0305403802867995,1277.09377622598,1.30740431155365e-08,9536.45283738079
"Signature5",104.416009285003,1919.65484786275,4991.38590241267,1911.32812040424,1.31600043090925e-06,4511.40957190374,1409.33639661062,2.02839791152743e-07,2733.50252931713,7319.84105237759,1818.80433674846,4620.39945852656,3372.17891085881,1255.4347956771,3300.95596703313,1348.56756767616,2130.4164875991,2376.69494430326,3713.16994928613,4890.93070142875,2125.44057833278,1244.83037101896,9.77155837839595e-21,1983.90080743608,541.561701565641,3644.30804080368,4023.67438915328,6741.98869957609,347.712740543469,175.543794868304,6.13309573034582,124.244494634467,3425.651746016,10.8843401045897,1807.27333999794,3473.37735519392,2040.07578085298,119.059783170039,1426.20831623468,3255.78490677062,4025.62285930995,3683.75331393483,4354.68257451102,2.36961125001521e-09,6813.10248265583,2195.88326568279,7019.21704454525,5.19589345268047e-09
"Signature6",3231.58533290673,6740.24175162674,1770.75852598368,3887.57432249897,0.000389738894034346,2703.81444736115,5904.92133615295,2.80772372129179e-16,6.36822822263645,1.06631938170631e-36,10419.1770338304,4002.99855088464,4889.39532479332,2642.68849489805,3227.00371150121,34.7798810081759,3420.65408914305,4878.00071707809,3657.32599528406,6357.02820941685,4043.91354471274,1046.16111579119,3.71905867973698e-16,2563.28240978731,7.21724249799956,0.0309797028465935,5357.35555263408,3.50252663358502,2.36187006387616e-158,4645.65500362005,6877.29871397443,1766.26545858824,5437.7864579932,2655.93879099802,5235.26337537669,159.163388021046,1988.26127993653,11260.2142315011,7509.01951047834,7324.6265659495,472.478181896371,404.300105470839,2.42807068550631e-09,3810.46756065692,4760.00396203687,2921.48267810674,2947.25241831378,23207.5732375202
"Signature7",8305.69873510776,382.467187786336,7935.60164339723,340.376896554462,15099.94261036,2.78900351198437e-14,5682.50315164695,993.468017770965,3.13839170518114e-09,8.04562557318315e-41,10432.3873721773,1004.56203565025,5305.11314753253,2091.64603130623,2484.6302581528,3861.96733659644,675.995609357152,0.0006708098732955,6019.50069051087,3753.27055764564,2644.91512511852,5181.29068380605,1.10607214811085e-26,837.440320340026,4144.91331305198,566.372000452076,6814.25020111954,1.46716390084238,9.4622930794253e-217,1685.21480286576,242.789027027008,6009.1846153583,1904.53036454015,20401.263777312,3051.9314547239,3937.98908116357,3478.73456476656,11084.8929939409,910.557892763222,14703.9959097843,2136.54283991446,2686.36159281076,1.39489018628827e-20,9226.51909837707,0.00305322091405796,4918.53290099899,1.74445981785188e-05,9680.59799466401
"Signature8",1345.72365726337,1812.94824362664,4629.81455028452,350.550071844648,0.00525228379353337,1662.17200038395,119.318463841485,0.0230655284680933,2271.62054997438,5.26073249641541e-36,11037.1933272901,1340.61809025216,4332.52992739359,542.119166114606,2112.95893336423,1654.00837826984,526.27381765684,1500.09076570771,4089.84355616458,1066.04477697063,5218.07138503987,0.13790951969707,0.000464071436539012,1954.91940561902,11.9473817745872,1531.6829011097,6112.07312484156,7527.92896352571,4.15157469804616e-169,3008.90570501216,14327.3344041605,5446.76972575955,3779.18817096528,5990.9660060488,3943.21664450662,6414.92018790624,2092.96856790984,5614.31887116624,2925.57525980641,497.855353730586,2734.08495866645,10.7858080888276,5.79700173774734e-10,0.00245898927148398,504.589056235841,2664.20670792647,0.195255839387756,647.496957683872
"Signature9",4013.03837941361,56.0731933008188,6.95338851672799e-31,13390.3546043163,104640.539837511,1.56231892907885e-10,2.94075771492317e-29,3886.07899734126,1784.98520664088,7708.76095384168,5.95610727013501e-31,0.0786020452454838,65.3369225860862,10361.2317070127,837.753140599168,12134.7208372143,4816.07736321061,4322.17939450201,869.678599769078,4907.95869133321,6152.06469113919,8.30775049743301,8384.71014888005,4761.73770110843,12813.933399731,2.7385678153091e-27,1727.64890209995,4.69168593824689e-24,2461.27025835778,614.938732499176,2575.47996384681,4692.30347899993,5373.07559243731,4206.74349650939,435.610220480958,5.25559626738496e-07,95.7231190601541,4.23342834099233e-12,22.1080836896511,2116.74047032892,61.844463065606,2495.66686180838,12666.945120624,14969.1892098457,5.78786909628831e-30,4.2061402337298e-49,3000.37027947087,9386.6304849135
"Signature10",4782.23382469109,8.07700458668281e-05,1.01926265347588e-20,1189.81030213089,13259.6454257496,1249.77831673587,1.51846186952899e-25,910.727120379237,12474.6683383073,3214.3979902967,1.04289050061542e-11,628.161065466344,95.5624417465132,13802.6051292942,1189.49480592256,708.241778031929,2840.53851227907,2.0739471838261,5909.29413457256,1.66478283260682e-12,707.606439487399,8.11371214486604e-25,14436.1931256997,91.9866664245038,2255.43402783779,1.70130967392506e-31,3729.95026817809,1849.00322912145,2561.01700109875,1.10103959525033e-06,9.38301730473257e-11,7957.94216446226,5308.17592762629,2506.69924807042,4.68716127935342e-23,2300.62826097161,1678.32851305029,2.15293125753122e-15,1497.87693315632,1793.83622130305,1228.52754583509,1074.74754505204,8089.3719079696,18791.252780089,33.2270635342068,9.0284853115573e-08,865.508866084245,265.248878145196
