"","Lung-SCC::SP56638","Lung-SCC::SP56537","Lung-SCC::SP57586","Lung-SCC::SP56541","Lung-SCC::SP56553","Lung-SCC::SP56771","Lung-SCC::SP57941","Lung-SCC::SP57818","Lung-SCC::SP56460","Lung-SCC::SP56474","Lung-SCC::SP56704","Lung-SCC::SP56533","Lung-SCC::SP56730","Lung-SCC::SP59245","Lung-SCC::SP57024","Lung-SCC::SP57933","Lung-SCC::SP56754","Lung-SCC::SP56827","Lung-SCC::SP57084","Lung-SCC::SP57538","Lung-SCC::SP57735","Lung-SCC::SP57669","Lung-SCC::SP56566","Lung-SCC::SP56569","Lung-SCC::SP58342","Lung-SCC::SP58349","Lung-SCC::SP56644","Lung-SCC::SP57629","Lung-SCC::SP56941","Lung-SCC::SP57619","Lung-SCC::SP58245","Lung-SCC::SP57251","Lung-SCC::SP56502","Lung-SCC::SP58668","Lung-SCC::SP58101","Lung-SCC::SP58991","Lung-SCC::SP56607","Lung-SCC::SP58326","Lung-SCC::SP57267","Lung-SCC::SP57066","Lung-SCC::SP57901","Lung-SCC::SP57651","Lung-SCC::SP57450","Lung-SCC::SP57846","Lung-SCC::SP58612","Lung-SCC::SP56821","Lung-SCC::SP58882","Lung-SCC::SP57189"
"Signature1",283.405650965807,405.575900382241,706.995528398025,1348.95799721334,251.454179642688,1265.16887440709,46.6286850331705,8.11047888857436,556.010554252713,2078.73540194079,21.4750155275673,579.323541153321,162.842698134308,445.541578493755,1285.58827213546,368.910878778167,1496.70547946787,461.901998089477,690.489116727217,2156.65618278171,1095.1318584691,572.277248875539,767.60992581408,585.883560933916,6798.4039692566,578.762567565704,539.054542221512,63.597877193644,800.781807727045,200.554201840845,679.586440141641,181.370284769685,708.535675370531,40.6527107115647,430.663135553541,157.118112365701,443.446576811155,170.544208423507,214.616286149177,629.516379254596,452.285259548222,1481.94964681783,2315.44845682814,785.351606701512,2685.82665215132,370.937241518075,2059.42661995337,225.817246805127
"Signature2",5607.97349816641,7696.44919950604,4274.11733661306,4821.00082967658,418.066978655154,368.667364697515,18761.6431420497,10596.5371038789,2943.31138502467,1.84098489652903,7237.83494640332,1974.56310699367,4765.10639677968,4150.93061258116,2920.19975731964,7896.67484422187,2724.29856890146,6082.52031379527,5704.78426094525,952.059314989839,4484.68789868705,6070.14176425259,205.622368833514,2722.99145461631,2407.88966315928,3319.34827656377,7487.1439928061,5767.9420706857,1.02057307166919,10437.3350507512,5627.59166238996,5362.80157733155,5366.7560576292,7140.63972931208,2364.11680189327,4874.65932561597,2942.05570679515,11664.7723181734,7184.06372293704,9758.98326715324,4478.47917604609,268.526767193022,16.1346205173069,2933.03785581012,1452.17861833458,4823.59571527974,23.6313273886326,17760.4747161776
"Signature3",990.668474018882,1473.99610636229,3196.63187198368,306.147858292112,265.561968134976,1071.62058040281,471.450653013335,5.77963228745344,268.405743528072,106.976490598656,4541.67313684279,1452.01664150918,1958.90200523089,995.112511000552,1157.37313828848,2350.13763184501,590.342441737429,856.536447879925,2656.41505529525,1808.1370445258,2276.33295006156,2257.13268051626,10.681153780115,1314.64046175407,619.289292874609,3759.85005128975,2448.35811993982,1836.12631687444,1.31401230756102,1815.46304760038,3461.17014332556,2208.11326501404,1702.88631572874,3354.12701891338,2591.73025957167,2577.45532279508,1723.77322335549,3638.55863186076,1923.41309858738,2128.73742253534,2185.1962778314,718.172794052804,29.0607574248923,657.705526578224,1872.79210603943,1811.30034543807,458.871544080486,1837.70219628513
"Signature4",4541.5704456605,52.6726125950934,167.487694388935,4924.70606876996,45022.5023854609,1119.13822267264,2.7338206880212,1380.31988892914,8811.53589559943,5577.07200889482,238.265165955705,637.574222989869,488.532943124953,11967.8016190111,1270.06615215794,4276.56470449277,3309.89775684547,842.344888718008,4202.6124514529,1002.62771912032,2391.3728699394,4.11416579015264,12065.287403831,1498.19692989967,3996.74576753697,4.24016887503721,3414.32443802309,1921.53809601781,2590.48937798692,53.9415589803118,233.935299961675,6260.20169899995,5387.81997083292,3150.9034357316,20.3287177110536,2123.57455493994,1221.68911475356,34.1531490298314,864.515069982389,2208.36616674159,1135.82869941798,1791.53640605906,10171.185258628,17008.975803963,102.764564579396,250.67244842234,1808.79065005658,2889.02727835263
"Signature5",2252.32505470847,3743.70003993082,367.775552866768,4855.81091398435,1208.97380752171,141.93595856464,8379.38632514833,6827.25187178824,1257.76679973605,2.61667023920234,2491.8112592066,730.150655697166,992.007744708589,3368.47496090381,641.68406050063,3176.45646235375,2558.26271856703,5362.33385483254,2010.04820560187,529.427126394038,2363.28922873265,2320.40858201267,288.017481715148,1937.20458367169,3338.00118913641,1506.55381152035,2007.10028427457,32.0243517475066,1.1809318820273,5408.80502747797,3082.8540813032,2787.6241557285,2866.93526365518,1192.60966855858,895.492446326811,142.562589563127,640.492907291713,5698.88779323184,4504.22105968313,3893.3280233282,659.665228790694,67.3485327283435,20.1884043389688,2001.7844142835,412.657681769426,602.002058222702,25.1431024237046,13626.946187773
"Signature6",129.427210088427,552.798457827809,1796.88158739747,334.145629653671,487.359534516134,218.760048603426,355.607769767284,4.24132492929496,1052.93376958073,2480.42185091498,711.565002366757,775.842122448896,338.574147296063,4784.44861167345,171.074190128954,3826.7388372071,465.101208985837,3381.74908670122,1313.68984039094,359.16600533655,901.695719159114,2397.3412621716,8.15540464419466,1323.92640420629,1109.10607047677,5762.04483791746,1522.80381714276,1255.99405032939,1.4113936935479,1139.69062544168,1180.43150755774,662.783781562324,1086.19703876106,333.822482968245,1081.80018597783,448.808431592186,121.479292593525,624.325527790488,1243.67347237977,264.764313983225,1496.19717277234,1530.21754008737,538.146639475364,25.7013453848805,1958.74946873098,461.599084958384,529.238411568565,266.137887636042
"Signature7",559.190657936347,455.243779618772,188.317118006299,941.677242453386,2863.10396195105,141.784848891158,6.63210154495918,21.7559993752337,3221.81535948154,1219.57489800188,175.515556711875,310.771905053731,295.434128773523,1839.20495293954,531.674864017547,1833.41977353873,803.461613681041,1103.23755609051,1341.38038108766,980.342429234834,1254.03781432847,120.943325271267,540.486310118803,1467.47096594625,499.115495091637,168.510729481498,1264.8612853207,2497.77546458645,3.26840556683095,332.136882575243,2632.5175082805,2485.34945502071,1293.40701955763,122.41785668656,456.617440209382,1027.88317936377,425.309659326476,246.270992845925,401.667719812444,510.102134517893,556.672918583887,80.1654409453464,2269.00250773838,497.759867566514,10.6573623127457,17.5018263678988,960.039579031544,996.242380905626
"Signature8",3136.55790478085,3940.00468506879,1644.84474987337,6326.63064232251,6222.46664323128,35.6460677976004,14717.4307353496,13275.1444993035,334.541088216639,1.32156655613102,5892.34198919101,665.304557447681,1608.66807018979,4497.53874303872,544.131771773476,4214.91626008838,1727.99774708522,6970.39307820886,1333.821427151,1102.81467423975,3016.31163665252,5320.81787652618,515.437767877252,2521.69452084563,6587.68502493663,1928.68527069205,2916.72824597045,109.148800416696,0.852916080843651,7703.89138349595,3696.83006548965,989.116885584443,3468.41383208834,2801.7642249503,1627.48402872262,472.7399713282,326.64364463274,7784.78454760491,4143.79817439191,6556.13614345333,470.80723402739,247.524964616279,28.9353421571873,4294.63707274393,1238.31722750193,2613.36290089788,3.37179331838782,16268.513591203
"Signature9",2574.42229133141,2360.36095429542,2608.44885184384,290.997643229316,482.794189607195,785.157118361825,953.286516327152,14.2977832372498,790.28885986723,2.41180125527559,4934.36288140832,1549.72713561107,3345.20532200919,925.730016705254,1873.11152512178,836.278873315207,1004.03802070053,573.861252340076,3257.36679033639,2959.46829339603,2108.58640345445,1748.90674940383,9.69056891292496,1001.17791757905,784.81602969631,1809.50886981023,3703.19516635631,1629.72274557878,1.10009033107406,1904.24478899475,3945.34322523653,4076.72813687614,2326.51679830045,6289.7605653299,2922.7032524998,2009.24007421476,1388.34597067296,5301.07143508291,3501.78339756833,3424.17909555469,1828.25040039489,873.716921488719,30.2711687048733,2086.67987380965,935.232616558356,1485.17831314864,881.615433066576,5165.80787498802
"Signature10",412.643487658643,1438.9428369955,1919.3686729663,393.70267313881,143.327768816259,2275.78881122011,250.099259589234,19.0106593924892,2299.9821630537,1498.05633679442,1009.53172581763,2386.2501730326,1721.53331642345,552.940896333527,1464.40218472005,608.570973584406,972.275291254179,1011.14916360928,2742.19764839456,1095.51594359182,985.160332841034,448.489760413229,158.487156189022,1108.89650597086,134.528633882911,561.87778601097,2987.47063690661,4574.46661238819,14.5638615637628,850.107196889413,669.186031357388,1007.36111849621,2335.98778356049,213.494519779635,962.143724206482,1957.09176217941,1217.5634765023,969.40698756977,1616.27936513135,2098.87970931655,2259.74382308133,889.066998234989,1112.2895306299,282.548688514709,1469.46025175013,645.753731133314,2911.0490306909,455.783441137733
